Ingredient id,Ingredient name,Ingredient alias
HBIN006640,"(2S,3R,4R,5R,6S)-2-[...","(2S,3R,4R,5R,6S)-2-[..."
HBIN007273,"3,4',5,7-tetrahydrox...",NA
HBIN007287,"3,4',5-trihydroxy-7-...",NA
HBIN007380,"3,4-dihydroxy-6,7,3'...","AC1NSURD; 2-(3,4-dim..."
HBIN007563,"3,5,7,2'6'-pentahydr...",NA
HBIN007565,"3,5,7,2',6'-pentahyd...",NA
HBIN007566,"3,5,7,2',6'-pentahyd...",NA
HBIN007807,"3,7-dimethylnonane","3,7-dimethyl-nonane"
HBIN007835,"3,8-dimethylundecane","3,8-Dimethyl hendeca..."
HBIN007940,3α-dihydrocadambine,3alpha-dihydrocadamb...
HBIN008022,"3beta,15zeta,16-trih...",NA
HBIN009979,"4,5,6-trihydroxy-aur...",SCHEMBL13090724; AC1...
HBIN010578,4'-hydroxywogonin,BG01592764; DTXSID80...
HBIN010975,"5,2',5'-Trihydroxy-6...","LMPK12111426; 5,2',5..."
HBIN010976,"5,2',6'-Trihydroxy-7...","2-(2,6-Dihydroxyphen..."
HBIN010979,"5,2'-Dihydroxy-6,7,8...",86926-52-5; 4H-1-Ben...
HBIN010983,5-(2-hydroxyethyl)-2...,5-(2-hydroxyethyl)-2...
HBIN011083,"5,6,3',4'-tetrahydro...",NA
HBIN011091,"5,6,7,3',4'-pentahyd...",DTXSID70214394; 6419...
HBIN011158,"5,7,2',3'-tetrahydro...","5,7,2',3'-Tetrahydro..."
HBIN011163,"5,7,2,5-tetrahydroxy...",NA
HBIN011164,"5,7,2',5'-tetrahydro...",NA
HBIN011166,"5,7,2',6'-Tetrahydro...","2-(2,6-dihydroxyphen..."
HBIN011168,"5,7,2'-trihydroxy-6-...","5,7,2'-Trihydroxy-6-..."
HBIN011170,"5,7,2'-trihydroxy-8,...",SCHEMBL8814605; NP-0...
HBIN011173,"5,7,2'-trihydroxyfla...","5,7,2'-Trihydroxyfla..."
HBIN011182,"5,7,3',4'-tetrahydro...","LMPK12111470; 5,7,3'..."
HBIN011224,"5,7,4'-trihydroxy-6-...","5,7,4'-trihydroxy-6-..."
HBIN011225,"5,7,4'-trihydroxy-6-...","AC1NT16C; 5,7,4/'-Tr..."
HBIN011231,"5,7,4'-trihydroxy-8-...","AC1NT16C; 5,7,4/'-Tr..."
HBIN011233,"5,7,4'-Trihydroxy-8-...",BG01592764; DTXSID80...
HBIN011288,"5,7-dihydroxy-6,8,2'...","AC1NSURA; 2-(2,3-dim..."
HBIN011330,"5,8,2'-trihydroxy-6,...",77056-21-4; KB-29174...
HBIN011331,"5,8,2'-Trihydroxy-7-...","5,8-dihydroxy-2-(2-h..."
HBIN011342,"5,8-Dihydroxy-6,7-di...","LMPK12111431; 5,8-di..."
HBIN011612,"5-hydroxy-4',7-dimet...",NA
HBIN011653,"5-hydroxy-7,8-dimeth...",NA
HBIN011841,5-o-caffeoylquinic a...,"(1R,3R,4S,5R)-3-[(2E..."
HBIN012285,6-c-arabinopyranosyl...,NA
HBIN012525,6-methoxygossypol,6-Methoxy-gossypol; ...
HBIN012667,6-O-E-Feruloylajugol,"[(1S,4aR,7S,7aS)-7-h..."
HBIN012891,"7,2',6'-trihydroxy-5...","(E)-1-(2,4-dihydroxy..."
HBIN012892,"7,2',6'-trihydroxy-5...","AC1NT16F; 7,2',6'-Tr..."
HBIN012893,"7,2'6'-trihydroxy-5-...","AC1NT16F; 7,2',6'-Tr..."
HBIN012906,"7,3',4'-Trihydroxyfl...",BRN 0253031; CHEMBL3...
HBIN013338,7-methoxybaicalein,NA
HBIN013681,8-c-arabinopyranosyl...,NA
HBIN013807,8-methoxy-5-o-glucos...,8-methoxy-2-phenyl-5...
HBIN014077,9-Cedranone,9-cedranone
HBIN014294,acacetin,Linarigenin; KBio2_0...
HBIN015447,(-)-alpha-cedrene,(&#8722;)-alpha-Cedr...
HBIN015533,alpha-Guaiene,"(1S,4S,7R)-1,4-dimet..."
HBIN015547,alpha-humulene,"(1E,4E,8E)-2,6,6,9-t..."
HBIN015646,alpha-phenylcinnamic...,α-phenylcinnamicacid...
HBIN016408,apigenin,520-36-5; Spectrum2_...
HBIN017475,Azulol,"Azulene, 1,4-dimethy..."
HBIN017508,baicalein,"5,6,7-trihydroxyflav..."
HBIN017513,baicalein-7-o-β-d-gl...,NA
HBIN017516,baicalin,21967-41-9; STOCK1N-...
HBIN018223,β-patchoulene,beta-patchoulene; β-...
HBIN018263,β-selinene,"ZINC8234293; (4aR,7R..."
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN018327,beta-skytanthine,beta-Skytanthine; CH...
HBIN018535,biotin,NA
HBIN018557,bis[(2S)-2-ethylhexy...,"benzene-1,2-dicarbox..."
HBIN018781,BOX,FEMA No. 2131; Benze...
HBIN019200,BZQ,WLN: RVR; 427551_ALD...
HBIN019475,campesterol,campesterol ; FT-008...
HBIN019484,Campesteryl ferulate,campesteryl ferulate
HBIN019688,caprylic acid,Octanoic acid (mixed...
HBIN019775,carthamidin,SCHEMBL476289; LMPK1...
HBIN019909,catalpol,Catalpol; LMPR010201...
HBIN020447,chrysin,NCI60_003886; AIDS-0...
HBIN020457,chrysoeriol,"4',5-dihydroxy-3'-me..."
HBIN021138,Clorius,AI3-00525; NSC 9394;...
HBIN021430,coptisine,Y0053; BDBM50030257;...
HBIN021590,Cosmetin,Apigenin-7-O-.beta.-...
HBIN022700,darendoside B,NA
HBIN022701,darendoside B_qt,NA
HBIN022815,DBP,NSC 6370; KBio2_0025...
HBIN023512,DFA,WLN: RMR; EINECS 204...
HBIN023816,Dihydrobaicalin,"(2S)-5,6-Dihydroxy-7..."
HBIN023817,Dihydrobaicalin_qt,NA
HBIN023945,DIHYDROOROXYLIN,5-hydroxy-6-methoxyf...
HBIN023946,dihydrooroxylin A,"NCGC00180735-02!5,7-..."
HBIN023952,dihydroperilla alcoh...,(4-prop-1-en-2-ylcyc...
HBIN024023,Diisobutyl succinate,butanedioic acid dii...
HBIN024112,Diop,"HSDB 588; 1,2-Benzen..."
HBIN024193,diosmin,520-27-4; C10039; 5-...
HBIN024252,d-isomenthone,EINECS 214-813-5; (2...
HBIN024390,Dodekan,BRN 1697175; NSC8714...
HBIN024713,(e)-4-phenyl-3-buten...,BWHOZHOGCMHOBV-UHFFF...
HBIN024930,EIC,L1376_SIGMA; FEMA No...
HBIN025185,ent-Epicatechin,AIDS026330; AIDS-026...
HBIN025268,epiberberine,SMR000232286; AK1991...
HBIN025593,eriodictyol,Eriodictyol; (2S)-2-...
HBIN025594,"eriodictyol-7,3-digl...","2-(3,4-Dihydroxyphen..."
HBIN025600,Eriodyctiol (flavano...,"(2R)-2-(3,4-dihydrox..."
HBIN025622,Erucic acid,cis-Delta(13)-docose...
HBIN025624,ervadivaricatine a,NA
HBIN026067,eugenol,EINECS 202-589-1; D0...
HBIN026465,ferulic acid,(E)-3-(4-hydroxy-3-m...
HBIN027159,gamma-sitosterol,"(3S,8R,9R,10S,13R,14..."
HBIN027199,Ganhuangenin,"2-(3,6-dihydroxy-2-m..."
HBIN027568,Germacrene D,"C16142; (1E,6E,8S)-8..."
HBIN028006,glucobrassicin,3-Indolylmethylgluco...
HBIN028009,glucobrassicin-1-sul...,CHEBI:79365; sulfogl...
HBIN028034,glucoraphanin,4-methylsulfinylbuty...
HBIN028049,gluocsamin,NA
HBIN028119,glycerol sinapate,Glycerol trisinapate...
HBIN028125,glyceryl linolenate,NA
HBIN029037,Henicosane,EINECS 211-118-9; he...
HBIN029089,heptadecyloxirane,NA
HBIN029090,Heptadekan,C01816; ALD-N019202;...
HBIN029268,hexadecanoic acid,hexadecanoicacid; AC...
HBIN029328,hexanoic acid,(C6-C12) Alkylcarbox...
HBIN029337,HEXATRIACONTANE,630-06-8; Hexatriaco...
HBIN029648,Hyacinthin,HY1; c0210; alpha-To...
HBIN029840,Hypnon,1-Phenylethanone; In...
HBIN030497,(+/-)-Isoborneol,"ZINC00968099; (1R,2R..."
HBIN030927,Isomartynoside,AIDS112625; isomarty...
HBIN031221,isoschaftoside,Apigenin 6-C-alpha-L...
HBIN031230,isoscutellarein,"DTXSID20415172; 5,7,..."
HBIN031237,isoscutellarein 8-o-...,NA
HBIN031501,jatrorrizine,"Jatrorrhizine, iodid..."
HBIN033041,LFA,Icosane; 44818_FLUKA...
HBIN033341,Linolenic acid methy...,"Methyl 9,12,15-octad..."
HBIN033440,l-Menthone,KBio2_006915; CHEBI:...
HBIN033516,longipinene,"tricyclo[5.4.0.0(2,8..."
HBIN034647,MEHQ,1-Hydroxy-4-methoxyb...
HBIN035073,Methyl 9-oxononanoat...,1931-63-1; Nonanoic ...
HBIN035102,methyl behenate,UNII-04KBO9R771; B12...
HBIN035201,methyl (E)-octadec-2...,Methyl (2E)-2-octade...
HBIN035252,methyl henicosanoate,6064-90-0; 51535_FLU...
HBIN035262,METHYL HEXACOSANOATE,52203_FLUKA; hexacos...
HBIN035271,methyl icos-11-enoat...,2390-09-2; 11-Eicose...
HBIN035273,Methyl icosanoate,METHYL EICOSANOATE; ...
HBIN035277,Methyl isoheptadecan...,XIGHSXXUOBTIJH-UHFFF...
HBIN035292,Methyl laurate,61689_FLUKA; NSC 502...
HBIN035295,Methyl lignocerate,lignoceric acid meth...
HBIN035297,Methyl linolelaidate,"9,12-Octadecadienoic..."
HBIN035309,Methyl margarate,AI3-36453; 286087_AL...
HBIN035312,methyl mercaptan,NSC-68072; SCHEMBL11...
HBIN035315,Methyl montanate,octacosanoic acid me...
HBIN035316,Methyl myristate,RG9851783C; AX813951...
HBIN035329,methyl nonadecanoate,Nonadecanoic acid me...
HBIN035340,Methyl octylate,Methyl caprylate; 21...
HBIN035353,methyl palmitate,AN-22050; AX8129465;...
HBIN035354,Methyl palmitelaidat...,Methyl trans-9-hexad...
HBIN035423,Methyl stearate,"Ethyl stearate, anal..."
HBIN035450,Methyl tricosanoate,91478_FLUKA; 2433-97...
HBIN035468,Methyl (Z)-cinnamate,"Methyl cinnamate, (Z..."
HBIN035573,Mipax,"benzene-1,2-dicarbox..."
HBIN035601,m-methoxybenzaldehyd...,"m-Anisaldehyde, puru..."
HBIN035804,Moslosooflavone,"5-hydroxy-7,8-dimeth..."
HBIN036159,myristic acid,1-Tridecanecarboxyli...
HBIN036197,MYS,CH3-[CH2]13-CH3; 765...
HBIN036559,NEOBAICALEIN,NA
HBIN037045,nitidine,I14-18057; CHEMBL176...
HBIN037254,nonanoic acid,bmse000499; Nonansae...
HBIN037407,Norwogonin,70U0WT21IB; AKOS0273...
HBIN037415,nothosmyrnol,"Benzene, 1-(E)-(1-pr..."
HBIN037715,OCT,HSDB 108; Oktan; CH3...
HBIN038301,Oroxindin,"(2S,3S,4S,5R,6S)-3,4..."
HBIN038303,oroxylin a,"5,7-dihydroxy-6-meth..."
HBIN038304,oroxylin a 7-o-glucu...,NA
HBIN038372,osladin,NA
HBIN038680,palmitic acid,HSDB 5001; FEMA No. ...
HBIN038764,Panicolin,"5,2'-Dihydroxy-7,8-d..."
HBIN038766,Paniculatin,SCHEMBL4742129; pani...
HBIN038995,p-coumaric acid,CHEBI:32373; Para-Co...
HBIN039070,PEL,Benzyl carbinol; C05...
HBIN039505,phenylbutanone-gluco...,NA
HBIN041273,pulegone,(5R)-5-methyl-2-(pro...
HBIN041943,raphanin,SCHEMBL2937706; UNII...
HBIN042335,rivularin,"5,2'-dihydroxy-7,8,6..."
HBIN042339,(R)-linalool,Spectrum5_000393; KB...
HBIN042854,salidroside,"10338-51-9; (2R,3S,4..."
HBIN042917,Salvigenin,BG01616899; DTXSID90...
HBIN043288,(S)-camphor,"ZINC00967521; (1S,4S..."
HBIN043527,scutellarein,ZINC00899075; AC-112...
HBIN043533,scutellarin,"(2S,3S,4S,5R,6S)-6-[..."
HBIN043536,Scutevulin,"80713-32-2; 2',5,7-T..."
HBIN043548,sebacicacid,AC1MI2Z2; EINECS 256...
HBIN044058,sinalbine,NA
HBIN044060,Sinapaldehyde,"(E)-3-(4-hydroxy-3,5..."
HBIN044064,sinapine,18696-26-9; AK676101...
HBIN044065,sinapine bisulfate,NA
HBIN044152,Sitogluside,"(2R,3R,4S,5S,6R)-2-[..."
HBIN044158,sitosterol,stigmasta-5-en-3-ol;...
HBIN044187,skullcapflavone i,"5,2'-Dihydroxy-7,8-d..."
HBIN044192,Skullcapflavone II,CHEBI:9061; SCHEMBL3...
HBIN044199,(S)-Matsutake alcoho...,ZINC02026960; (S)-1-...
HBIN044204,s-methyl mercapto-l-...,NA
HBIN044730,stearic acid,4-02-00-01206 (Beils...
HBIN044918,stigmasterol,"(3beta,22E)-Stigmast..."
HBIN044939,Stigmasterol-beta-D-...,stigmasterol-beta-d-...
HBIN045073,sucrose,Amerfand; 29253-78-9...
HBIN045092,suffruticoside a,Suffruticoside A
HBIN045154,Supraene,trans-Squalene; SQUA...
HBIN045261,(+)-Syringaresinol,(+ )-syringaresinol;...
HBIN045809,TBP,Tributylfosfat [Czec...
HBIN046103,tetramethylpyrazine,NSC46451; AS-16022; ...
HBIN046122,TETRATETRACONTANE,88143_FLUKA; n-Tetra...
HBIN046867,TRD,LMFA11000001; Tridek...
HBIN047452,Tyrosol,NSC 59876; 4-Hydroxy...
HBIN047522,UND,UN2330; NSC 66159; H...
HBIN047528,undecanal,Undecylic aldehyde; ...
HBIN048012,Viscidulin III,NA
HBIN048014,viscidulin iii-6'-o-...,NA
HBIN048368,WLN: VHR,InChI=1/C7H6O/c8-6-7...
HBIN048372,wogonin,CTK5B8471; AIDS-0014...
HBIN048373,wogonin 5-β-d-glucos...,NA
HBIN048376,wogonoside,wogoninoglucuronide;...
HBIN048377,woodorien,A-d-glucopyranosylox...
HBIN000170,10-Methylnonadecane,"Nonadecane, 10-methy..."
HBIN000205,10-undecenoicacid,AKOS028113279; 10-Un...
HBIN000337,"11alpha,12alpha-epox...",NA
HBIN000409,"1,1-Dimethyl-2-(3-me...","1,1-dimethyl-2-(3-me..."
HBIN000573,"1,2,3,4,6-pentagallo...",Pentagalloylglucose;...
HBIN000606,"1,2,3,6-tetra-O-gall...","1,2,3,6-tetra-o-gall..."
HBIN000607,"1,2,3,6-tetra-O-gall...","1,2,3,6-tetra-O-gall..."
HBIN000626,"1,2,3-Tri-O-galloyl-...","1,2,3-tri-o-galloyl-..."
HBIN000689,"1,2,6-tri-O-galloyl-...","1,2,6-tri-o-galloyl-..."
HBIN000912,"12-o-2z,4e-octadieno...",NA
HBIN001086,"1,3,6-trigalloyl-β-d...",NA
HBIN001263,13-Methyl pentadecan...,20121-96-4; Anteisoh...
HBIN001265,13-methyl tetradecan...,13-methyl tetradecan...
HBIN001343,"1,4,7-tridecatriene","(4E,7E)-trideca-1,4,..."
HBIN002121,"1,8-dimethyl-4-(1-me...","1,8-dimethyl-4-(1-me..."
HBIN002568,1-heptadecanol,NA
HBIN002758,1-methyl-2-[(z)-6-pe...,AC1O3DPC; 1-methyl-2...
HBIN002818,1-monolinolein,Glyceryl monolinolea...
HBIN002834,1-nonen-3-ol,NSC 102782; SCHEMBL1...
HBIN002910,1-o-galloyl-glucose,NA
HBIN002955,1-pentadecene,ZINC1708386; KH577LI...
HBIN003176,(1R)-()-Nopinone,"(1S,5R)-6,6-dimethyl..."
HBIN003338,1-tetradecanol,CS-W004294; TR-00247...
HBIN003340,1-Tetradecene,"Alkenes, C10-16 .alp..."
HBIN003405,20-Hexadecanoylingen...,20-hexadecanoylingen...
HBIN003709,"2,2-dimethylcyclohex...","(1S)-2,2-dimethylcyc..."
HBIN003948,"2,3-butanediol","(2R,3R)-(-)-2,3-Buta..."
HBIN004147,"2,3-o-(s)-hexahydrox...",NA
HBIN004191,24253-30-3,hex-5-en-3-one; 5-He...
HBIN004459,24-Methylenecycloart...,1449-09-8; 24-methyl...
HBIN005687,2-Hexyl-1-decanol,"1-Decanol,2-hexyl-"
HBIN005963,2 - methyl - 3 - (2 ...,NA
HBIN007288,"3,4,5-trihydroxybenz...",Spectrum4_001544; AI...
HBIN007986,"(3aR,6S,7aR)-6-hydro...","(3aR,6S,7aR)-6-hydro..."
HBIN008077,"3β,23-dihydroxy-olea...",NA
HBIN008218,3β-hydroxy-11-oxo-ol...,NA
HBIN008255,3β-hydroxy-oleana-11...,NA
HBIN009381,3-o-tetradecanoyl-1-...,[(Z)-3-cyano-2-methy...
HBIN009505,"(3R,3aR,6S,7aR)-6-hy...","(3R,3aR,6S,7aR)-6-hy..."
HBIN009602,"(3S,3aR,5S,6S,7aR)-5...","(3S,3aR,5S,6S,7aR)-5..."
HBIN009603,"[(3S,3aR,6S,7aR)-6-h...","benzoic acid [(3S,3a..."
HBIN009663,"(3S,5R,8R,9R,10S,14S...","(3S,5R,8R,9R,10S,14S..."
HBIN010296,4-Chlorobutyric acid,C29835_ALDRICH; 4-Ch...
HBIN010770,4-o-galloyl quinicac...,NA
HBIN011516,5-desgalloylstachyur...,BDBM50269547; CHEMBL...
HBIN011554,5-(heptadec-12-enyl)...,5-(heptadec-12-enyl)...
HBIN011858,5-O-Galloylquinic ac...,NA
HBIN012763,"(6R,10R)-6,10,14-tri...",NA
HBIN013157,7-Demethylsuberosin,BEN267; 7-demethylsu...
HBIN013837,8-NONENOIC ACID,LMFA01030028; 8-none...
HBIN014139,9-methylenefluorene,9-Methylene-9H-fluor...
HBIN014204,9-(z)-octadecen-1-ol,9(z)-octadecen-1-ol
HBIN014399,acetic acid,AI3-02394; NSC132953...
HBIN014418,acetoin,(3S)-3-oxidanylbutan...
HBIN014487,Acetyl oxide,InChI=1/C4H6O3/c1-3(...
HBIN015074,albiflorin,Albiflorin; albi-flo...
HBIN015078,albiflorin_qt,Albiflorin_qt
HBIN015079,albiflorin R1,albiflorinr1
HBIN015080,albiflorin R1_qt,NA
HBIN015117,alexandrin,daucosterin; eleuthe...
HBIN015224,alloimperatorin,9-Hydroxy-4-(3-methy...
HBIN015225,alloimperatorine,NA
HBIN015226,Alloisoimperatorin,4-HYDROXY-9-(3-METHY...
HBIN015447,(-)-alpha-cedrene,(&#8722;)-alpha-Cedr...
HBIN015534,α-guriunene,"(4aR)-1,1,4,7-tetram..."
HBIN015536,alpha-Guttiferin,alpha-guttiferin
HBIN015547,alpha-humulene,"(1E,4E,8E)-2,6,6,9-t..."
HBIN015645,alpha-phellandrene,"1,3-Cyclohexadiene, ..."
HBIN015652,alpha-pinene,"alpha- Pinene; (1R,5..."
HBIN016087,angelicin,"Sobatum; 2H-furo[2,3..."
HBIN017212,astragalin,"5,7-dihydroxy-2-(4-h..."
HBIN017410,aviprin,NA
HBIN017786,benzoic acid,"Benzoic acid, 2-[(ca..."
HBIN017827,benzoyl paeoniflorin,BDBM50378694; benzoy...
HBIN018094,beta-elemene,MolPort-020-005-674;...
HBIN018233,beta-phellandrene,AJ-26730; UNII-V8A8N...
HBIN018242,beta-pinene,55963-81-0; Piccolyt...
HBIN018278,beta-sitosterol,24.alpha.-Ethylchole...
HBIN018401,Bicetyl,DOTRIACONTANE; n-Dot...
HBIN018434,bicyclo[3.1.1]hept-2...,"(6,6-dimethylbicyclo..."
HBIN018742,bornyl acetate,B0526; 5655-61-8; BO...
HBIN018781,BOX,FEMA No. 2131; Benze...
HBIN018951,BU3,237639_ALDRICH; C030...
HBIN019189,Byakangelicin,"(R)-9-(2,3-Dihydroxy..."
HBIN019195,bya-kangelicol,byak-angelicol
HBIN019487,camphene,CHEMBL506889; CJ-046...
HBIN019502,camphor,camphor
HBIN019903,Casuarictin,AIDS-001510; 1(beta)...
HBIN019904,casuariin,BDBM50269546; D0I1UF...
HBIN019918,catechin,catechin ; Cyanidol
HBIN019919,(-)-catechin,"CATECHIN, ALPHA; CHE..."
HBIN019921,(+)-catechin,BSPBio_000643; KBio2...
HBIN020014,cedrol,"(1S,2R,5S,7R,8R)-2,6..."
HBIN020786,cis-4-tetradecenoic ...,cis-4-tetradecenoica...
HBIN020790,cis-5-Octen-1-ol,64275-73-6; EINECS 2...
HBIN022567,dahuribirin a,NA
HBIN022568,dahuribirin b,NA
HBIN022569,dahuribirin c,NA
HBIN022570,dahuribirin d,NA
HBIN022571,dahuribirin e,NA
HBIN022572,dahuribirin f,NA
HBIN022573,dahuribirin g,NA
HBIN022815,DBP,NSC 6370; KBio2_0025...
HBIN022822,d-catechin,BSPBio_000643; NCGC0...
HBIN023261,demethylteuicausine,NA
HBIN023630,Dibutylphenol,"2,6-ditert-butylphen..."
HBIN024228,Dipropyl phthalate,"benzene-1,2-dicarbox..."
HBIN024367,dodecanal,AS-17277; C-12 lauri...
HBIN024875,EEE,Ethylazetat; Acetate...
HBIN024973,elemene,"Cyclohexane, 1-ethen..."
HBIN025344,epigallocatechin,Spectrum5_000889; (2...
HBIN025872,ethyl acetate,"ACETIC ACID,METHYL E..."
HBIN025934,Ethylisobutyrate,246085_ALDRICH; Ethy...
HBIN025940,Ethyllaurate,NSC8912; 61630_FLUKA...
HBIN025941,ethylleptol b,J3.623.547K; 6-(1-et...
HBIN026064,eugeniin,Eugeniin; C10224; eu...
HBIN026276,Exaltolide,AK103359; UNII-OK17S...
HBIN026306,exoticin,"3,5,6,7,8-Pentametho..."
HBIN027030,gallic acid,Spectrum4_001544; NS...
HBIN027045,gallocatechin,"Gallocatechol, (+-)-..."
HBIN027057,gallotannin,"Quebracho; (1S,18R,2..."
HBIN027064,galloylpaeoniflorin,BDBM50378695; galloy...
HBIN027547,geranyl propionate,Geranyl n-propanoate...
HBIN028902,Hederagenol,AIDS-086297; Astrant...
HBIN029037,Henicosane,EINECS 211-118-9; he...
HBIN029090,Heptadekan,C01816; ALD-N019202;...
HBIN029268,hexadecanoic acid,hexadecanoicacid; AC...
HBIN029604,humulene,"(1Z,4E,8E)-2,6,6,9-t..."
HBIN030053,imperatorin,HY-N0285; I06-0320; ...
HBIN030055,imperatorine,HY-N0285; I06-0320; ...
HBIN030819,isoimperatorin,AJ-19023; Oprea1_655...
HBIN031753,kaempferol,TNP00039; nchembio.2...
HBIN032533,lactiflorin,Lactiflorin; CHEMBL1...
HBIN032755,"lauric acid,ethyl es...",J-001577; NCGC001640...
HBIN032812,l-carvone,ULDHMXUKGWMISQ-SECBI...
HBIN033041,LFA,Icosane; 44818_FLUKA...
HBIN033245,limonene,(4S)-1-methyl-4-(pro...
HBIN034281,Mairin,CCRIS 6748; 3-Hydrox...
HBIN034504,marmesin,"(S)-2,3-dihydro-2-(1..."
HBIN034507,Marmesine,(2R)-2-(1-hydroxy-1-...
HBIN034508,marmesinin,A-d-glucopyranoside;...
HBIN035157,methyl cyclodecane,NA
HBIN035159,methylcyclohexane,1-Methylenecyclohexa...
HBIN035198,Methylenetanshinquin...,"Tanshinquinone, meth..."
HBIN035224,Methylgallate,BRN 2113180; methyl ...
HBIN035255,methyl heptadecanoat...,Methyl heptadecanoat...
HBIN035297,Methyl linolelaidate,"9,12-Octadecadienoic..."
HBIN035329,methyl nonadecanoate,Nonadecanoic acid me...
HBIN035336,methyl octadecadieno...,CC-29965; WTTJVINHCB...
HBIN035341,methyl oenanthate,NA
HBIN035353,methyl palmitate,AN-22050; AX8129465;...
HBIN035435,methyl tetradecanoat...,NA
HBIN035683,monomethyl-cis-hinok...,SCHEMBL7864584; 4-[(...
HBIN036067,myrcene,7-Methyl-3-methylene...
HBIN036159,myristic acid,1-Tridecanecarboxyli...
HBIN036308,naphthalene,Caswell No. 587; Nap...
HBIN036568,neobyakangelico l,CHEMBL1699927; 9-[(2...
HBIN036574,neocapillene,Neocapillene; 1-phen...
HBIN036803,nerolidol,7212-44-4; (3R)-(E)-...
HBIN037086,n-methylephedrine,(+)-Methylephedrine;...
HBIN037160,n-nonane,InChI=1/C9H20/c1-3-5...
HBIN037195,nodakenin,AIDS071124; 2-[2-[(2...
HBIN037196,nodakenitin,NA
HBIN037268,nonyl cyclopropane,nonylcyclopropane
HBIN037270,nonyl ethyl ether,3-ethoxynonane; ethy...
HBIN037591,n-undecyl acetate,LMFA07010220; AC1L26...
HBIN037721,Octacosane,EINECS 211-125-7; NS...
HBIN037729,octadec-9-ene,(E)-9-octadecene; 72...
HBIN037759,octadecanol,79565-94-9; AKOS0242...
HBIN037760,octadecanyl-3-methox...,NA
HBIN037796,octanol,ACMC-20apgg; AI3-372...
HBIN037940,oleanolic acid,Olean-12-en-28-oic a...
HBIN038492,oxypaeoniflorin,Oxypaeoniflorin; CHE...
HBIN038494,oxypeucedanin,oxypeucedanin
HBIN038496,(+)-oxypeucedanin,CHEMBL1651087; (+)-O...
HBIN038498,oxypeucedanin hydrat...,NCGC00169070-01; 7H-...
HBIN038501,oxypeucedanin methan...,NA
HBIN038502,oxyphyllacinol,4-(3-hydroxy-7-pheny...
HBIN038543,pabulenol,"7H-Furo(3,2-g)(1)ben..."
HBIN038547,pachycarin a,"2-(3,4-dimethoxyphen..."
HBIN038596,paeonianiin e,NA
HBIN038597,paeonianin a,NA
HBIN038598,paeonianin b,NA
HBIN038599,paeonianin c,NA
HBIN038600,paeonianin d,NA
HBIN038604,paeoniflorgenone,"DTXSID10230336; 5,7-..."
HBIN038605,Paeoniflorigenone,paeoniflorigenone
HBIN038606,paeoniflorin,Paeoniflorin; 23180-...
HBIN038607,paeoniflorin_qt,galloylpaeoniflorin_...
HBIN038610,paeonilactone a,"(3R)-3aalpha,6,7,7aa..."
HBIN038612,paeonilactone b,CHEBI:81101; ZINC386...
HBIN038613,paeonilactone c,AKOS032948282; ZINC3...
HBIN038614,paeonin,A-d-glucopyranoside ...
HBIN038627,paeonol,CBiol_000986; 2&#824...
HBIN038629,paeonoside,20309-70-0; Paeonosi...
HBIN038639,palbinone,CHEBI:69584; ZINC549...
HBIN039003,p-cymen-2-ol,2-Hydroxy-p-cymene; ...
HBIN039006,p-cymene,LMPR0102090014; p-me...
HBIN039046,pedunculagin,beta-Pedunculagin; 1...
HBIN039150,PENTADECYLIC ACID,EINECS 213-693-1; n-...
HBIN039151,Pentagalloylglucose,"[(2S,3R,4S,5R,6R)-2,..."
HBIN039198,Peonin,"peonin; peonidin 3,5..."
HBIN039199,peonol,KBio3_002432; Paeono...
HBIN039427,phellatin,Phellatin; LMPK12111...
HBIN039451,Phellopterin,CHEMBL452751; CHEBI:...
HBIN039458,phenethyl alcohol,12472-EP2311801A1; C...
HBIN039478,phenol,"4-[5-phenyl-4,5-dihy..."
HBIN040142,Pisol,44100_FLUKA; Alcohol...
HBIN040797,Progallin A,52441-13-1; Benzoic ...
HBIN040850,propyl (2R)-2-hydrox...,(2R)-2-hydroxypropio...
HBIN041268,Pulchinenoside A_qt,23-hydroxybetulinic ...
HBIN041339,PYG,"1,2,3-Benzenetriol; ..."
HBIN041378,pyrethrin i,"2,2-Dimethyl-3alpha-..."
HBIN041379,Pyrethrin II,"(1R,3R)-3-[(E)-3-met..."
HBIN042852,salicylic acid,3320-EP2298732A1; D0...
HBIN043212,Satol,EINECS 205-597-3; Ad...
HBIN043309,(s)-carvone,(S)-5-Isopropenyl-2-...
HBIN043442,scopoletin,NINDS_000720; 7-hydr...
HBIN043446,scopolin,scopolin ; Scopolin;...
HBIN043688,sen-byakangelicol,NA
HBIN043692,sendanone acetate,"[5-(3,3-dimethyloxir..."
HBIN044152,Sitogluside,"(2R,3R,4S,5S,6R)-2-[..."
HBIN044158,sitosterol,stigmasta-5-en-3-ol;...
HBIN044730,stearic acid,4-02-00-01206 (Beils...
HBIN044976,strictinin,strictinin
HBIN045047,suberosin,581-31-7; Suberosin;...
HBIN045073,sucrose,Amerfand; 29253-78-9...
HBIN045845,tellimagrandin I,tellimagrandinI; tel...
HBIN045973,terpinen-4-ol,LS-2615; 1-methyl-4-...
HBIN045975,terpinene-4-ol,(-)-1-Isopropyl-4-me...
