Mol ID,Molecule Name,MW,AlogP,Hdon,Hacc,OB (%),Caco-2,BBB,DL,FASA-,HL
MOL007330,MENTHOL,156.30,2.78,1,1,43.31,1.27,1.49,0.03,0.20,10.59
MOL007521,"2-ethenyl-1,1-dimethyl-3-methylene-cyclohexane",150.29,3.57,0,0,45.15,1.84,2.22,0.03,0.30,11.83
MOL007540,amomumoside_qt,170.28,0.81,2,2,75.79,0.49,0.13,0.06,0.22,11.51
MOL007548,"(1S,4aS,8aS)-7-isopropyl-1,4a-dimethyl-2,3,4,5,6,8a-hexahydronaphthalen-1-ol",222.41,3.73,1,1,37.04,1.26,1.37,0.10,0.24,9.24
MOL007948,Limene,204.39,5.47,0,0,15.59,1.92,2.06,0.06,0.27,
MOL008134,amylcyclopropane,112.24,3.45,0,0,34.42,1.78,2.13,0.01,0.23,0.65
MOL008165,2-Decanone,156.30,3.16,0,1,21.18,1.38,1.64,0.02,0.22,
MOL008434,gamma-curcumene,204.39,5.28,0,0,23.49,1.92,2.10,0.06,0.28,
MOL008698,Dihydrocapsaicin,307.48,4.33,2,4,47.07,0.98,0.47,0.19,0.22,2.98
MOL008990,2-[(1R)-4-methyl-1-cyclohex-3-enyl]propan-2-yl acetate,196.32,2.79,0,2,33.05,1.37,1.56,0.05,0.23,5.69
MOL009451,.alpha.-Carene,136.26,2.87,0,0,48.01,1.83,2.06,0.04,0.24,11.38
MOL009549,Ether,74.14,0.75,0,1,55.75,1.42,1.69,0.00,0.19,11.48
MOL010044,C09628,222.41,3.94,1,1,145.74,1.40,1.53,0.09,0.26,-2.06
MOL010120,"(1S,4R,4aR,8aR)-1-isopropyl-4,7-dimethyl-2,3,4,5,6,8a-hexahydro-1H-naphthalen-4a-ol",222.41,3.91,1,1,62.54,1.49,1.65,0.09,0.24,5.48
MOL010123,ZINC00394787,116.18,1.27,0,2,40.15,1.15,1.43,0.01,0.24,11.12
MOL010380,()-alpha-Funebrene,204.39,4.12,0,0,49.41,1.81,2.13,0.10,0.24,5.06
MOL010597,Myrizylalkohol,452.95,13.29,1,1,10.35,1.52,0.67,0.46,0.14,
MOL010822,ZINC04026824,220.39,3.08,1,1,68.97,1.23,1.39,0.12,0.24,4.96
MOL010947,(Z)-calamenene,202.37,5.04,0,0,17.75,1.87,2.04,0.08,0.28,
MOL011148,"bergamotene (Z,.alpha.,cis)",204.39,4.70,0,0,18.43,1.86,1.96,0.09,0.26,
MOL011310,"(1R,3S,5R)-6,6-dimethyl-2-methylene-3-norpinanol",152.26,1.83,1,1,54.00,1.21,1.50,0.06,0.27,11.39
MOL011544,ZINC02140511,204.39,4.18,0,0,15.11,1.78,2.04,0.11,0.24,
MOL012344,"(4aR,9aS)-2,9,9-trimethyl-5-methylene-4,4a,6,7,8,9a-hexahydro-3H-benzo[7]annulene",204.39,4.75,0,0,46.05,1.82,2.19,0.08,0.26,5.67
MOL012359,3-Cyclohexen-1-methanol,112.19,1.39,1,1,72.61,1.12,1.25,0.01,0.22,11.15
MOL012409,"(2R-cis)-1,2,3,4,4a,5,6,7-Octahydro-alpha,alpha,4a,8-tetramethyl-2-naphthalenemethanol",222.41,3.86,1,1,24.28,1.33,1.47,0.10,0.23,
MOL012415,"1-cis,5-trans Germacrone",218.37,4.33,0,1,29.62,1.38,1.59,0.07,0.30,
MOL012590,Neric acid,168.26,3.14,1,2,30.37,1.04,1.02,0.03,0.31,6.46
MOL012774,"4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-2-butanone",194.35,3.04,0,1,18.42,1.40,1.53,0.05,0.29,
MOL013263,.alpha.-Myrcene,136.26,3.74,0,0,30.35,1.82,2.07,0.02,0.40,5.79
MOL013268,cis-Pinene hydrate,154.28,1.91,1,1,65.35,1.32,1.66,0.06,0.24,11.26
MOL013353,D-synephrine,167.23,0.59,3,3,79.00,0.40,0.06,0.04,0.33,4.45
MOL013381,Marmin,332.43,3.11,2,5,38.23,0.14,-0.46,0.31,0.31,4.68
MOL013382,"8-[[(2S)-3,3-dimethyloxiran-2-yl]methyl]-7-methoxy-coumarin",260.31,2.44,0,4,26.03,0.90,0.56,0.17,0.27,
MOL013383,Neohesperidin,610.62,-0.48,8,15,11.57,-2.05,-3.05,0.69,0.29,
MOL002341,Hesperetin,302.30,2.28,3,6,70.31,0.37,-0.25,0.27,0.33,15.78
MOL002851,ZINC05224268,220.39,3.52,0,1,34.43,1.57,1.81,0.13,0.28,6.60
MOL000613,"8-isopropylidene-1,5-dimethylcyclodeca-1,5-diene",204.39,5.47,0,0,18.56,1.86,1.99,0.06,0.28,
MOL001097,o-xylene,106.18,2.80,0,0,45.55,1.85,2.08,0.01,0.41,11.86
MOL001098,m-xylene,106.18,2.80,0,0,47.43,1.83,2.02,0.01,0.39,11.82
MOL001099,p-xylene,106.18,2.80,0,0,48.74,1.83,2.06,0.01,0.39,11.71
MOL001484,Inermine,284.28,2.44,1,5,75.18,0.89,0.40,0.54,0.30,11.72
MOL001543,Vicenin-2,594.57,-2.45,11,15,3.42,-3.15,-3.87,0.78,0.32,
MOL001599,α-cubebol,208.38,3.28,1,1,64.81,1.32,1.43,0.09,0.26,7.24
MOL001696,Morusin,420.49,4.94,3,6,11.52,0.51,-0.22,0.76,0.31,
MOL001737,ICO,161.17,1.73,2,2,33.86,0.82,0.63,0.05,0.30,-7.70
MOL001792,DFV,256.27,2.57,2,4,32.76,0.51,-0.29,0.18,0.42,17.89
MOL001850,Izoforon,138.23,2.06,0,1,44.98,1.28,1.66,0.03,0.32,11.40
MOL002166,ISOHEPTANE,100.23,3.36,0,0,59.94,1.81,2.25,0.01,0.22,10.67
MOL002198,Heptan,100.23,3.57,0,0,41.80,1.77,2.04,0.00,0.20,10.36
MOL002311,Glycyrol,366.39,4.85,2,6,90.78,0.71,-0.20,0.67,0.28,9.85
MOL000239,Jaranol,314.31,2.09,2,6,50.83,0.61,-0.22,0.29,0.29,15.50
MOL002547,21987_FLUKA,136.26,2.68,0,0,40.92,1.84,2.14,0.04,0.26,11.22
MOL002565,Medicarpin,270.30,2.66,1,4,49.22,1.00,0.53,0.34,0.31,8.46
MOL002678,EB,106.18,2.77,0,0,49.38,1.83,2.15,0.01,0.38,11.76
MOL002693,nicotiflorin,594.57,-1.18,9,15,3.64,-1.77,-2.55,0.73,0.30,
MOL002844,Pinocembrin,256.27,2.57,2,4,64.72,0.61,0.12,0.18,0.43,17.96
MOL002850,butylated hydroxytoluene,220.39,4.85,1,1,40.02,1.75,1.80,0.07,0.30,10.36
MOL002943,BuOH,74.14,0.97,1,1,22.02,0.94,1.05,0.00,0.21,
MOL003218,Neouralenol,370.38,3.36,5,7,12.76,0.24,-0.75,0.46,0.37,
MOL003656,Lupiwighteone,338.38,3.92,3,5,51.64,0.68,-0.23,0.37,0.36,15.63
MOL003662,"7,4'-Dihydroxyflavone",254.25,2.60,2,4,19.18,0.56,-0.16,0.18,0.43,
MOL003896,7-Methoxy-2-methyl isoflavone,266.31,3.36,0,3,42.56,1.16,0.56,0.20,0.33,16.89
MOL000392,formononetin,268.28,2.58,1,4,69.67,0.78,0.02,0.21,0.00,17.04
MOL003985,2-Caren-10-al,150.24,2.04,0,1,44.74,1.37,1.63,0.05,0.28,11.47
MOL000417,Calycosin,284.28,2.32,2,5,47.75,0.52,-0.43,0.24,0.00,17.10
MOL000445,8-Prenylwighteone,406.51,5.78,3,5,23.22,0.93,-.00,0.54,0.33,
MOL000467,Castanin,298.31,2.57,1,5,23.54,0.77,-0.10,0.27,0.00,
MOL004801,"2',7-Dihydroxy-4'-methoxyisoflavan-7-O-β-d-glucopyranoside",434.48,0.59,5,9,10.46,-1.02,-1.82,0.73,0.31,
MOL004802,(E)-1-butoxyhex-2-ene,156.30,3.31,0,1,41.72,1.50,1.56,0.02,0.00,6.68
MOL004803,3-Hydroxyglabrol,408.53,5.73,3,5,4.73,0.48,-0.31,0.58,0.33,
MOL004804,18beta-glycyrrhetinic acid,470.76,5.49,2,4,22.05,0.10,-0.53,0.74,0.00,
MOL004805,"(2S)-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-8,8-dimethyl-2,3-dihydropyrano[2,3-f]chromen-4-one",390.51,5.48,1,4,31.79,1.00,0.25,0.72,0.35,14.82
MOL004806,euchrenone,406.56,6.35,1,4,30.29,1.09,0.39,0.57,0.00,15.89
MOL004807,glucuronic acid,194.16,-2.31,5,7,46.18,-2.05,-4.58,0.06,0.00,11.13
MOL004808,glyasperin B,370.43,4.02,3,6,65.22,0.47,-0.09,0.44,0.00,16.10
MOL004809,glyasperin E,444.51,6.41,2,6,4.12,0.69,-0.41,0.75,0.00,
MOL004810,glyasperin F,354.38,2.97,3,6,75.84,0.43,-0.15,0.54,0.00,15.64
MOL004811,Glyasperin C,356.45,4.73,3,5,45.56,0.71,0.07,0.40,0.00,3.13
MOL004812,glyasperins D,370.48,4.99,2,5,29.91,0.89,0.25,0.43,0.00,
MOL004813,glyasperins Z,340.45,5.00,2,4,4.17,1.09,0.53,0.36,0.00,
MOL004814,Isotrifoliol,298.26,2.99,2,6,31.94,0.53,-0.25,0.42,0.00,7.91
MOL004815,"(E)-1-(2,4-dihydroxyphenyl)-3-(2,2-dimethylchromen-6-yl)prop-2-en-1-one",322.38,3.96,2,4,39.62,0.66,-0.12,0.35,0.00,16.16
MOL004816,"(2R)-1-[2,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-2-hydroxy-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]propan-1-one",410.55,5.96,4,5,1.06,0.33,-0.35,0.48,0.00,
MOL004817,kanzonols K,436.54,5.76,3,6,0.97,0.76,0.05,0.66,0.00,
MOL004818,kanzonols L,490.64,7.04,3,6,0.98,0.70,0.11,0.78,0.00,
MOL004819,kanzonols T,440.53,4.41,5,7,17.87,0.05,-0.66,0.67,0.00,
MOL004820,kanzonols W,336.36,3.63,2,5,50.48,0.63,0.04,0.52,0.00,0.15
MOL004821,kanzonols X,394.55,6.61,3,4,7.56,1.10,0.34,0.56,0.00,
MOL004822,"(E)-1-(2,4-dihydroxyphenyl)-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]prop-2-en-1-one",324.40,4.76,3,4,1.04,0.55,-0.22,0.27,0.00,
MOL004823,licoagropin,320.46,5.77,0,2,27.14,1.63,1.08,0.51,0.00,
MOL004824,"(2S)-6-(2,4-dihydroxyphenyl)-2-(2-hydroxypropan-2-yl)-4-methoxy-2,3-dihydrofuro[3,2-g]chromen-7-one",384.41,2.96,3,7,60.25,0.00,-0.76,0.63,0.00,4.31
MOL004825,glyinflanin A,408.53,6.05,4,5,1.06,0.69,0.03,0.48,0.38,
MOL004827,Semilicoisoflavone B,352.36,2.85,3,6,48.78,0.45,-0.33,0.55,0.00,17.02
MOL004828,Glepidotin A,338.38,3.90,3,5,44.72,0.79,0.06,0.35,0.00,16.09
MOL004829,Glepidotin B,340.40,3.88,3,5,64.46,0.46,-0.09,0.34,0.00,15.98
MOL004830,Octadiene,110.22,3.19,0,0,34.53,1.81,2.07,0.01,0.00,3.75
MOL004831,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]prop-2-en-1-one",392.53,6.61,3,4,1.02,0.81,0.01,0.45,0.37,
MOL004833,Phaseolinisoflavan,324.40,3.95,2,4,32.01,1.01,0.46,0.45,0.00,2.66
MOL004834,3-(2-hydroxy-4-methoxyphenyl)-2H-chromen-7-ol,270.30,2.96,2,4,4.66,0.89,0.16,0.21,0.00,
MOL004835,Glypallichalcone,284.33,3.40,1,4,61.60,0.76,0.23,0.19,0.00,17.01
MOL004836,echinatin,270.30,3.15,2,4,66.58,0.38,-0.18,0.17,0.00,19.56
MOL004837,Karenzu DK2,224.27,3.16,0,2,62.26,0.94,0.64,0.10,0.00,33.72
MOL004838,"8-(6-hydroxy-2-benzofuranyl)-2,2-dimethyl-5-chromenol",308.35,4.20,2,4,58.44,1.00,0.34,0.38,0.34,8.71
MOL004839,"(1S,2S)-1,2-dimethylcyclopentane",98.21,2.79,0,0,41.78,1.78,2.26,0.01,0.00,10.93
MOL004840,Liconeolignan,354.43,5.23,2,5,4.41,1.00,0.04,0.40,0.00,
MOL004841,Licochalcone B,286.30,2.88,3,5,76.76,0.47,-0.46,0.19,0.00,17.02
MOL004842,licochalcone C,338.43,5.01,2,4,4.44,0.63,0.05,0.29,0.00,
MOL004843,licochalconeD,354.43,4.74,3,5,1.01,0.47,0.06,0.34,0.00,
MOL004844,glabrol,392.53,6.28,2,4,4.25,0.84,0.06,0.54,0.00,
MOL004845,apioglycyrrhizin,779.03,2.54,7,14,17.80,-1.91,-2.67,0.14,0.00,
MOL004846,apioglycyrrhizin_qt,470.76,5.49,2,4,23.73,0.10,-0.56,0.74,0.00,
MOL004847,"2,2-DIMETHYLPENTANE",100.23,3.11,0,0,55.33,1.79,2.11,0.01,0.00,11.00
MOL004848,licochalcone G,354.43,4.35,3,5,49.25,0.64,-0.04,0.32,0.35,15.75
MOL004849,"3-(2,4-dihydroxyphenyl)-8-(1,1-dimethylprop-2-enyl)-7-hydroxy-5-methoxy-coumarin",368.41,4.03,3,6,59.62,0.40,-0.23,0.43,0.00,0.69
MOL004850,liquoric acid,484.74,4.05,2,5,25.44,-0.01,-0.52,0.55,0.00,
MOL004851,Licoflavone,322.38,4.46,2,4,18.75,0.82,-0.31,0.33,0.00,
MOL004852,7-hydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-6-(3-methylbut-2-enyl)chromone,390.51,6.32,2,4,4.44,0.88,-0.17,0.56,0.00,
MOL004853,Licoflavonol,354.38,3.63,4,6,8.75,0.49,-0.30,0.40,0.00,
MOL004385,Yinyanghuo D,338.38,4.19,3,5,13.99,0.61,-0.53,0.38,0.00,
MOL004855,Licoricone,382.44,4.16,2,6,63.58,0.53,-0.14,0.47,0.00,16.37
MOL004856,Gancaonin A,352.41,4.17,2,5,51.08,0.80,0.13,0.40,0.00,16.82
MOL004857,Gancaonin B,368.41,3.91,3,6,48.79,0.58,-0.10,0.45,0.00,16.49
MOL004858,Gancaonin C,354.38,2.83,4,6,2.87,0.14,-0.87,0.42,0.00,
MOL004859,"2,3-dimethylhexane",114.26,3.61,0,0,46.24,1.78,2.16,0.01,0.00,11.01
MOL000486,Prunetin,284.28,2.32,2,5,5.41,0.65,-0.25,0.24,0.00,
MOL004860,licorice glycoside E,693.71,1.59,7,14,32.89,-2.06,-2.80,0.27,0.31,25.39
MOL004861,Gancaonin D,384.41,2.81,4,7,2.72,-0.11,-0.93,0.51,0.00,
MOL004862,"(2R)-2-[3,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-5,7-dihydroxy-8-(3-methylbut-2-enyl)chroman-4-one",424.53,5.74,4,6,1.21,0.51,-0.35,0.63,0.00,
MOL004863,"3-(3,4-dihydroxyphenyl)-5,7-dihydroxy-8-(3-methylbut-2-enyl)chromone",354.38,3.65,4,6,66.37,0.52,-0.13,0.41,0.00,15.81
MOL004864,"5,7-dihydroxy-3-(4-methoxyphenyl)-8-(3-methylbut-2-enyl)chromone",352.41,4.17,2,5,30.49,0.90,0.21,0.41,0.00,14.99
MOL004865,"5,7-dihydroxy-3-(2-hydroxy-4-methoxy-phenyl)-6-(3-methylbut-2-enyl)chromone",368.41,3.91,3,6,2.47,0.58,-0.14,0.45,0.00,
MOL004866,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-6-(3-methylbut-2-enyl)chromone",354.38,3.92,4,6,44.15,0.48,-0.28,0.41,0.00,16.77
MOL004867,Gancaonin P,370.38,3.36,5,7,1.41,0.27,-0.40,0.45,0.00,
MOL004868,Gancaonin Q,406.51,6.05,3,5,8.98,0.86,-0.01,0.60,0.00,
MOL004869,Gancaonin R,382.54,6.90,4,4,1.26,1.03,0.25,0.37,0.00,
MOL004870,Gancaonin S,382.54,6.90,4,4,1.26,0.98,0.18,0.38,0.00,
MOL004871,"(3S)-2,3-dimethylpentane",100.23,3.16,0,0,35.57,1.78,2.23,0.01,0.00,11.19
MOL004872,gancaonin T,398.54,5.45,4,5,1.04,0.50,-0.43,0.53,0.00,
MOL004873,Gancaonin U,380.52,6.59,4,4,14.53,1.08,0.60,0.53,0.00,
MOL004874,Gancaonin V,312.39,4.74,4,4,1.24,0.73,0.04,0.34,0.00,
MOL004875,"3-[4,6-dihydroxy-2-methoxy-3-(3-methylbut-2-enyl)phenyl]-7-hydroxy-chromone",368.41,3.91,3,6,2.47,0.43,-0.30,0.44,0.00,
MOL004876,Glycyram,823.04,2.42,8,16,19.62,-2.66,-2.86,0.11,0.00,
MOL004877,Licoricidin,424.58,6.59,3,5,0.99,0.96,0.30,0.62,0.00,
MOL004878,Glycycoumarin,368.41,4.42,3,6,23.56,0.52,-0.24,0.44,0.00,
MOL004879,Glycyrin,382.44,4.67,2,6,52.61,0.59,-0.13,0.47,0.00,1.31
MOL004880,"5,6,7,8-Tetrahydro-2,4-dimethylquinoline",161.27,2.97,0,1,49.77,1.64,1.70,0.05,0.00,-2.84
MOL004881,"(E)-1-[2,4-dihydroxy-3-(3-methylbut-2-enyl)phenyl]-3-(2,4-dihydroxyphenyl)prop-2-en-1-one",340.40,4.49,4,5,1.36,0.50,-0.22,0.30,0.38,
MOL004882,Licocoumarone,340.40,4.98,3,5,33.21,0.84,0.06,0.36,0.00,9.66
MOL004883,Licoisoflavone,354.38,3.65,4,6,41.61,0.37,-0.27,0.42,0.00,16.09
MOL004884,Licoisoflavone B,352.36,2.85,3,6,38.93,0.46,-0.18,0.55,0.00,15.73
MOL004885,licoisoflavanone,354.38,2.97,3,6,52.47,0.39,-0.22,0.54,0.00,15.67
MOL004886,licorice-saponin C2,807.04,3.10,8,15,59.66,-2.28,-2.89,0.11,0.00,3.56
MOL004887,licorice-saponin C2_qt,454.76,6.17,2,3,17.33,0.48,-0.30,0.76,0.00,
MOL004888,licorice-saponin F3,983.18,1.32,10,21,17.68,-2.82,-3.47,0.03,0.00,
MOL004889,licorice-saponin F3_qt,454.76,5.93,1,3,27.53,0.74,0.07,0.64,0.00,
MOL004890,"(4S)-2,4-dimethylhexane",114.26,3.61,0,0,37.13,1.77,2.19,0.01,0.00,10.95
MOL004891,shinpterocarpin,322.38,3.46,1,4,80.30,1.10,0.68,0.73,0.32,6.50
MOL004892,licorice-saponin G2,839.04,1.33,9,17,6.39,-2.01,-2.84,0.11,0.00,
MOL004893,licorice-saponin G2_qt,486.76,4.40,3,5,22.78,-0.27,-0.74,0.72,0.00,
MOL004894,licorice-saponin H2,823.04,2.42,8,16,44.37,-2.08,-2.83,0.11,0.00,5.09
MOL004895,licorice-saponin H2_qt,470.76,5.49,2,4,22.91,0.01,-0.48,0.74,0.00,
MOL004896,licorice-saponin J2,825.06,2.26,9,16,6.25,-2.25,-2.84,0.11,0.00,
MOL004897,licorice-saponin J2_qt,472.78,5.33,3,4,28.30,0.04,-0.82,0.74,0.00,
MOL004898,"(E)-3-[3,4-dihydroxy-5-(3-methylbut-2-enyl)phenyl]-1-(2,4-dihydroxyphenyl)prop-2-en-1-one",340.40,4.49,4,5,46.27,0.41,-0.40,0.31,0.43,15.24
MOL004899,licorice-saponin B2,809.06,3.35,8,15,58.55,-2.40,-2.96,0.11,0.30,4.24
MOL004900,licorice-saponin K2,823.04,2.01,9,16,7.82,-2.64,-3.25,0.11,0.00,
MOL004901,licorice-saponin K2_qt,470.76,5.08,3,4,27.79,0.05,-0.67,0.75,0.00,
MOL004902,glycyrrhetol,456.78,5.28,2,3,14.66,0.36,-0.26,0.75,0.00,
MOL004903,liquiritin,418.43,0.66,5,9,65.69,-1.06,-1.93,0.74,0.00,17.96
MOL004904,licopyranocoumarin,384.41,3.04,3,7,80.36,0.13,-0.62,0.65,0.00,0.08
MOL004905,"3,22-Dihydroxy-11-oxo-delta(12)-oleanene-27-alpha-methoxycarbonyl-29-oic acid",512.75,4.37,1,6,34.32,-0.06,-0.75,0.55,0.00,3.56
MOL004906,Hispaglabridin B,390.51,5.00,1,4,22.94,1.18,0.62,0.88,0.31,
MOL004907,Glyzaglabrin,298.26,2.10,2,6,61.07,0.34,-0.20,0.35,0.00,21.20
MOL004908,Glabridin,324.40,3.95,2,4,53.25,0.97,0.36,0.47,0.00,0.03
MOL004909,glabrolide,468.74,5.00,1,4,17.46,0.29,-0.48,0.61,0.00,
MOL004910,Glabranin,324.40,4.42,2,4,52.90,0.97,0.31,0.31,0.00,16.24
MOL004911,Glabrene,322.38,3.77,2,4,46.27,0.99,0.04,0.44,0.00,3.63
MOL004912,Glabrone,336.36,3.12,2,5,52.51,0.59,-0.11,0.50,0.00,16.09
MOL004913,"1,3-dihydroxy-9-methoxy-6-benzofurano[3,2-c]chromenone",298.26,2.99,2,6,48.14,0.48,-0.19,0.43,0.00,8.87
MOL004914,"1,3-dihydroxy-8,9-dimethoxy-6-benzofurano[3,2-c]chromenone",328.29,2.98,2,7,62.90,0.40,-0.34,0.53,0.00,9.32
MOL004915,Eurycarpin A,338.38,3.92,3,5,43.28,0.43,-0.06,0.37,0.00,17.10
MOL004916,2-methyl-5-propyl -nonane,184.41,5.89,0,0,15.28,1.81,2.03,0.03,0.00,
MOL004917,glycyroside,562.57,-0.73,6,13,37.25,-1.58,-2.56,0.79,0.00,14.62
MOL004918,HEX,86.20,3.11,0,0,52.50,1.78,2.14,0.00,0.00,10.80
MOL004919,Sextone B,98.21,2.99,0,0,56.20,1.77,2.14,0.01,0.00,10.85
MOL004920,Methylcyclopentane,84.18,2.53,0,0,55.78,1.79,2.22,0.01,0.00,10.97
MOL004921,Docosyl caffeate,488.83,11.16,2,4,3.14,1.01,0.31,0.59,0.00,
MOL004922,2-methyl-6-ethyl decane,184.41,5.89,0,0,5.50,1.81,2.00,0.03,0.00,
MOL000391,Ononin,430.44,0.68,4,9,11.52,-0.74,-1.67,0.78,0.00,
MOL004924,(-)-Medicocarpin,432.46,0.75,4,9,40.99,-0.60,-1.34,0.95,0.00,13.20
MOL004925,vitexin,432.41,-0.06,7,10,3.05,-1.52,-2.41,0.71,0.00,
MOL004926,"4H-1-Benzopyran-4-one, 2-(4-(beta-D-glucopyranosyloxy)phenyl)-2,3-dihydro-5,7-dihydroxy-, (2S)-",434.43,0.39,6,10,14.03,-1.13,-2.08,0.78,0.00,
MOL004927,Hispaglabridin A,392.53,5.81,2,4,14.60,1.12,0.43,0.73,0.00,
MOL004928,violanthin,578.57,-1.56,10,14,4.17,-2.01,-2.77,0.81,0.00,
MOL004929,Pentadecanol,228.47,5.99,1,1,13.73,1.30,1.06,0.06,0.00,
MOL004930,Uralenol,370.38,3.36,5,7,8.55,0.35,-0.57,0.46,0.00,
MOL004931,Uralenol-3-methylether,384.41,3.43,4,7,1.41,0.39,-0.62,0.49,0.00,
MOL004932,glycyrrhizin,823.04,2.42,8,16,9.06,-2.23,-3.13,0.11,0.00,
MOL004933,uralsaponin B,823.04,2.42,8,16,7.92,-2.60,-3.17,0.11,0.00,
MOL004934,Isohexane,86.20,2.90,0,0,56.13,1.77,2.08,0.00,0.00,11.03
MOL004935,Sigmoidin-B,356.40,3.89,4,6,34.88,0.42,-0.41,0.41,0.00,14.49
MOL004936,Uralene,384.41,3.43,4,7,11.70,0.63,-0.22,0.49,0.00,
MOL004937,uralenneoside,286.26,-0.49,5,8,24.96,-1.01,-1.61,0.17,0.00,
MOL004938,schaftoside,596.54,-1.50,10,16,7.88,-2.46,-3.48,0.75,0.00,
MOL004939,Nortangeretin,302.25,1.80,5,7,17.90,0.24,-0.68,0.27,0.00,
MOL004940,neoliquiritin,418.43,0.66,5,9,13.01,-1.08,-1.95,0.71,0.00,
MOL004941,(2R)-7-hydroxy-2-(4-hydroxyphenyl)chroman-4-one,256.27,2.57,2,4,71.12,0.41,-0.25,0.18,0.00,18.09
MOL004942,(E)-dodec-2-ene,168.36,5.40,0,0,17.74,1.83,2.00,0.02,0.00,
MOL004943,neoisoliquiritin,418.43,1.00,6,9,21.18,-1.41,-2.05,0.58,0.00,
MOL004944,"Cyclobutanol, 1-ethyl-",100.18,1.32,1,1,93.23,1.13,1.35,0.02,0.00,11.08
MOL004945,(2S)-7-hydroxy-2-(4-hydroxyphenyl)-8-(3-methylbut-2-enyl)chroman-4-one,324.40,4.42,2,4,36.57,0.72,-0.04,0.32,0.00,17.95
MOL004946,2-Tetradecanone,212.42,4.99,0,1,17.71,1.46,1.60,0.05,0.00,
MOL004947,Isoviolanthin,578.57,-1.56,10,14,18.79,-2.43,-3.14,0.81,0.00,
MOL004948,Isoglycyrol,366.39,4.36,1,6,44.70,0.91,0.05,0.84,0.00,6.69
MOL004949,Isolicoflavonol,354.38,3.63,4,6,45.17,0.54,-0.42,0.42,0.00,15.55
MOL004950,isoglycycoumarin,368.41,3.92,2,6,22.09,0.55,-0.16,0.60,0.00,
MOL004951,Isoliquiritin,418.43,1.00,6,9,8.61,-1.36,-1.93,0.60,0.00,
MOL004952,licuraside,550.56,-0.41,8,13,5.25,-1.92,-3.00,0.77,0.00,
MOL004953,Liquiritin apioside,550.56,-0.75,7,13,29.23,-1.88,-2.69,0.82,0.31,
MOL004954,isograbrol,392.53,6.28,2,4,11.04,0.87,-0.07,0.50,0.00,
MOL004955,isoglabrolide,468.74,5.15,1,4,14.77,0.32,-0.16,0.62,0.00,
MOL004956,Isoononin,430.44,0.68,4,9,8.29,-1.00,-1.57,0.79,0.00,
MOL004957,HMO,268.28,2.58,1,4,38.37,0.79,0.25,0.21,0.00,16.56
MOL004958,Isoschaftoside,564.54,-1.94,10,14,17.38,-2.62,-3.36,0.83,0.00,
MOL004959,1-Methoxyphaseollidin,354.43,4.25,2,5,69.98,1.01,0.48,0.64,0.00,9.53
MOL004960,22β-acetylglabric acid,528.80,4.77,2,6,17.76,-0.21,-0.98,0.64,0.00,
MOL004961,Quercetin der.,330.31,1.82,3,7,46.45,0.39,-0.44,0.33,0.00,16.61
MOL004962,24-Hydroxy-11-deoxyglycyrrhetic acid,458.75,5.13,3,4,17.57,0.26,-0.36,0.76,0.00,
MOL004963,24-Hydroxyglycyrrhetic acid,486.76,4.40,3,5,24.17,-0.10,-0.80,0.72,0.00,
MOL004964,"(Z)-1-(2,4-dihydroxyphenyl)-3-phenylprop-2-en-1-one",240.27,3.17,2,3,73.18,0.57,0.14,0.12,0.00,20.35
MOL004965,"3'(γ,γ-dimethylallyl)-kievitone",424.53,5.63,4,6,1.21,0.51,-0.15,0.63,0.00,
MOL004966,3'-Hydroxy-4'-O-Methylglabridin,354.43,3.93,2,5,43.71,1.00,0.73,0.57,0.00,-0.61
MOL004967,"3,3-Dimethylpentane",100.23,3.11,0,0,41.97,1.75,2.10,0.01,0.00,11.09
MOL004968,"3,4,3',4'-Tetrahydroxy-2-methoxychalcone",288.32,3.19,4,5,1.33,0.64,0.01,0.20,0.00,
MOL004969,2-Ethyl-p-xylene,134.24,3.75,0,0,20.60,1.89,2.03,0.02,0.00,
MOL000497,licochalcone a,338.43,4.62,2,4,40.79,0.82,-0.21,0.29,0.00,16.20
MOL004970,3-methylheptane,114.26,3.82,0,0,36.61,1.79,2.16,0.01,0.00,10.56
MOL004971,3-methylhexane,100.23,3.36,0,0,38.19,1.78,2.15,0.01,0.00,10.90
MOL004972,3-Methylpentane,86.20,2.90,0,0,35.77,1.76,2.14,0.00,0.00,11.10
MOL004973,3-Ethylpentane,100.23,3.36,0,0,35.74,1.79,2.16,0.01,0.00,11.50
MOL004974,3'-Methoxyglabridin,354.43,3.93,2,5,46.16,0.94,0.47,0.57,0.00,0.52
MOL004975,3β-formylglabrolide,496.75,5.33,0,5,16.36,0.26,-0.50,0.55,0.00,
