TCMBank ID,Ingredient name,Alias,Molecular formula,Molecular weight
TCMBANKIN060925,Methyl octylate,,C9H18O2,158.24 g/mol
TCMBANKIN060934,dec-2-enal,,C10H18O,154.25g/mol
TCMBANKIN060941,γ-undecalactone,,,
TCMBANKIN060944,nonanoic acid,,C9H18O2,158.24 g/mol
TCMBANKIN060958,oleic acid;cis-oleic acid;oleinic acid,,C18H34O2,282.46
TCMBANKIN060978,Mnk,,C11H22O,170.29
TCMBANKIN060980,caproic acid;capric acid;n-decanoic acid;NON,,C10H20O2,172.26 g/mol
TCMBANKIN060996,UND,,C11H24,156.31 g/mol
TCMBANKIN060997,undecanoicacid;Undekansaeure,,C11H22O2,186.29 g/mol
TCMBANKIN061006,lauric acid,,C12H24O2,200.32
TCMBANKIN061013,Petroselic acid,,C18H34O2,282.5 g/mol
TCMBANKIN061024,tetradecane,,C14H28,196.39 g/mol
TCMBANKIN061029,myristic acid,,C14H28O2,228.37
TCMBANKIN061030,Methyl myristate,,C15H30O2,242.4 g/mol
TCMBANKIN061036,methyl pentadecanoate,,C16H32O2,256.42
TCMBANKIN061043,MYS,,C15H32,212.41
TCMBANKIN061045,PENTADECYLIC ACID,,C15H30O2,242.4 g/mol
TCMBANKIN061051,2-METHYLHEXADECANE,,C17H36,240.5 g/mol
TCMBANKIN061061,Hexadecanamide,,C16H33NO,255.44 g/mol
TCMBANKIN061071,Ethylpalmitate,,C18H36O2,284.5 g/mol
TCMBANKIN061081,PLY,,C16H32O,240.42 g/mol
TCMBANKIN061085,n-heptadecane;heptadecane;Heptadekan,,C17H36,240.5 g/mol
TCMBANKIN061090,n-octadecane;Oktadekan;octadecane,,C18H38,254.49g/mol
TCMBANKIN061091,stearic acid,,CH3(CH2)16COOH,284.5 g/mol
TCMBANKIN061093,ethyloctadecanoate,,C20H40O2,312.5 g/mol
TCMBANKIN061095,TGL,,C57H110O6,891.5 g/mol
TCMBANKIN061102,LFA,,C20H42,282.55 g/mol
TCMBANKIN061111,heneicosane,,C21H44,296.57
TCMBANKIN061128,n-tetracosanoic acid,,C24H48O2,368.64 g/mol
TCMBANKIN061137,Octacosane,,C28H58,394.76
TCMBANKIN061192,heptanol,,C7H16O,116.2
TCMBANKIN061194,1-hexanol,,C6H14O,102.17 g/mol
TCMBANKIN061198,1- Pentanol,,C5H12O,88.15 g/mol
TCMBANKIN061207,Di-n-butyl phthalate,,C16H22O4,278.34 g/mol
TCMBANKIN061255,Ethyl protocatechuate,,C9H10O4,182.17
TCMBANKIN061259,DEP,,C6H4(COOC2H5)2,222.24 g/mol
TCMBANKIN061463,arcapillin,"areapillin;2-(2,4-dihydroxy-5-methoxy-phenyl)-5-hydroxy-6,7-dimethoxy-chromone; AIDS104951; Arcapillin; Areapillin; 83162-82-7; 2-(2,4-dihydroxy-5-methoxyphenyl)-5-hydroxy-6,7-dimethoxychromen-4-one; 4H-1-Benzopyran-4-one, 2-(2,4-dihydroxy-5-methoxyphenyl)-5-hydroxy-6,7-dimethoxy-; AIDS-104951; 2-(2,4-dihydroxy-5-methoxyphenyl)-5-hydroxy-6,7-dimethoxy-4-chromenone; 2-(2,4-dihydroxy-5-methoxy-phenyl)-5-hydroxy-6,7-dimethoxy-chromen-4-one",C18H16O8,360.31 g/mol
TCMBANKIN061481,"FLAVONE,3,5,7-TRIHYDROXY-3,4-DIMETHOXY","3',5,7-Trihydroxy-3,4'-dimethoxyflavone; NSC106970; AIDS096003; Flavone, 3',5,7-trihydroxy-3,4'-dimethoxy-; AIDS-096003; 33429-83-3; ACon1_001466; 5,7-dihydroxy-2-(3-hydroxy-4-methoxy-phenyl)-3-methoxy-chromen-4-one; 5,7-Dihydroxy-2-(3-hydroxy-4-methoxy-phenyl)-3-methoxy-1-benzopyran-4-one; 5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxy-4-chromenone; ST5331607; 5,7-dihydroxy-2-(3-hydroxy-4-methoxy-phenyl)-3-methoxy-chromone; 5,7-dihydroxy-2-(3-hydroxy-4-methoxyphenyl)-3-methoxychromen-4-one; 3,4'-Dimethoxy-3',5,7-trihydroxy flavone;quercetin 3,4'-dimethyl ether",C17H14O7,330.29
TCMBANKIN061508,methyleugenol,"29T9VA6R7M; 1,4-Eugenol methyl ether; DSSTox_RID_77851; FEMA No. 2475; MLS001333206; ST24043178; ST50330558; Benzene,2-dimethoxy-4-(2-propenyl)-; FR-0577; NCGC00254085-01; CTK3J0502; HMS2269M09; HSDB 4504; 3,4-Dimethoxyallyl benzene; NSC-8900; Tox21_202347; ENT 21040; SBB007916; NCGC00091474-04; C10454; o-Methyl eugenol ether; NSC209528; ACMC-209rk6; MolPort-000-154-691; Eugenyl methyl ether; AS-14807; Tox21_300071; STK801819; Benzene, 4-allyl-1,2-dimethoxy-; CAS-93-15-2; NSC 209528; AK162493; FEMA Number 2475; Methyl eugenol, analytical standard; NSC8900; TRA0076734; Methyleugenol; LS-29885; AC1L1O2J; BRN 1911284; MLS001065600; 2-Methoxy-4-propenylphenol methyl ether; 3-06-00-04995 (Beilstein Handbook Reference); cis-Methyl isoeugenol; W247502_ALDRICH; RTR-029187; 1-(3, 4-Dimethoxyphenyl)-2-propene; DSSTox_CID_5607; 10005-561a; methyl eugenol; 3-(3,4-dimethoxyphenyl)-1-propene; O-Methyl eugenol; NSC-209528; CHEMBL108861; 4-Allylveratrol; SMR000112378; Methyl eugenol; W-100251; 1-(3,4-Dimethoxyphenyl)-2-propene; BG00601894; 1,2-dimethoxy-4-prop-2-enylbenzene; ZINC388674; 4-Allylveratrole; BB_NC-0711; 4-06-00-06337 (Beilstein Handbook Reference); CCRIS 746; Allyl-1,2-dimethoxybenzene; Allylveratrol; ZINC00388674; Methy l eugenyl ether; Dimethoxy-4-(2-propenyl)benzene; DSSTox_GSID_25607; EC 202-223-0; 1, 2-Dimethoxy-4-(2-propenyl)benzene; Methyl eugenol ether; M664; Benzene, 1,2-dimethoxy-4-propenyl-, (Z)-; BDBM50379791; 46110_FLUKA; Caswell No. 579AB; 1,2-Dimethoxy-4-allyl benzene; AIDS-224738; FT-0626371; METHYLEUGENOL; 1,3,4-Eugenol methyl ether; DTXSID5025607; AIDS224738; Eugenol methyl ether; Methyleugenol (4-Allyl-1,2-dimethoxybenzene); WLN: 1U2R CO1 DO1; Benzene, 1,2-dimethoxy-4-(2-propenyl)-; C11H14O2; NCGC00259896-01; 6380-24-1; KS-000001JX; 93-15-2; MFCD00008652; BBL027720; 284424_ALDRICH; ZYEMGPIYFIJGTP-UHFFFAOYSA-N; 1,2-dimethoxy-4-(prop-2-en-1-yl)benzene; Benzene, 4-(2-propenyl)-1,2-dimethoxy; BRN 1910871; TR-029187; Methyl Eugenol Natural; DB-002806; 1,2-dimethoxy-4-prop-2-enyl-benzene; 4-Allyl-1,2-dimethoxybenzene; EINECS 202-223-0; KB-177539; 1,2-Dimethoxy-4-allylbenzene; SCHEMBL10108224; AN-24255; LS-15; Veratrole methyl ether; AC1Q46TK; NCGC00091474-01; AC1Q4FDV; BBV-39688198; 1,2-Dimethoxy-4-(2-propen-1-yl)benzene; NCGC00091474-02; 4-Allyl-1,2-dimethoxybenzene, 99%; 3,4-Dimethoxyallylbenzene; MLS001333205; BB_NC-00711; ANW-39988; 1,2-Dimethoxy-4-(2-propenyl)benzene; methyl eugenol ; 4-Allyl-1,2-dimethyoxybenzene; EPA Pesticide Chemical Code 203900; AKOS015838877; FEMA 2475; cis-4-Propenyl veratrole; Methyl eugenol, >=98%, FCC; CHEBI:4918; 4-allyl-1,2-dimethoxy-benzene; AX8129901; Eugenol methyl; UNII-29T9VA6R7M; Benzene, 1,2-dimethoxy-4-(2-propen-1-yl)-; Eugenol methylether; SCHEMBL113794; NCGC00091474-03; AI3-21040; 1-Allyl-3,4-dimethoxybenzene; 4-Allyl-1, 2-dimethoxybenzene; Methyl eugenyl ether; O-Methyleugenol;eugenyl methylether;Benzene, 1,2-dimethoxy-4-(2-propenyl)-;eugenol methyl ether;1,2-dimethoxy-4-(2-propenyl)benzene;Methyleugenol-;SCHEMBL219169;1,2-Dimethoxy-4-(2-propenyl)benzene",C11H14O2,178.23g/mol
TCMBANKIN061514,"Benzenemethanol,3,4-dimethoxy","Veratryl alcohol; 3,4-Dimethoxyphenylmethyl alcohol; NSC6317; D133000_ALDRICH; (3,4-dimethoxyphenyl)methanol; 3,4-Dimethoxybenzyl alcohol; EINECS 202-212-0; 38700_FLUKA; AI3-24181; Veratryl alcohol (8CI); Benzenemethanol, 3,4-dimethoxy-; NSC 6317; ST5406387; 93-03-8; ZINC00388569",C9H12O3,168.19 g/mol
TCMBANKIN061519,Oroxindin,"(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-8-methoxy-4-oxo-2-phenyl-chromen-7-yl)oxy-tetrahydropyran-2-carboxylic acid; oroxindin; (2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(5-hydroxy-8-methoxy-4-oxo-2-phenyl-7-chromenyl)oxy]-2-tetrahydropyrancarboxylic acid; (2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-8-methoxy-4-oxo-2-phenyl-chromen-7-yl)oxy-oxane-2-carboxylic acid; (2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-4-keto-8-methoxy-2-phenyl-chromen-7-yl)oxy-tetrahydropyran-2-carboxylic acid; ACon1_000851; 51059-44-0; MEGxp0_000537; (2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-(5-hydroxy-8-methoxy-4-oxo-2-phenylchromen-7-yl)oxyoxane-2-carboxylic acid; Wogonoside;wogonin-7-o-glucuronide",C22H20O11,460.39 g/mol
TCMBANKIN061528,scopoletin,"NINDS_000720; 7-hydroxy-6-methoxy-coumarin; NCGC00016349-05; 6-methoxy-7-hydroxycoumarin; 6-methoxy-7-oxidanyl-chromen-2-one; CHEBI:17488; SPBio_002884; HMS1571A05; RODXRVNMMDRFIK-UHFFFAOYSA-N; NCGC00016349-08; TR-029034; 5-18-03-00203 (Beilstein Handbook Reference); Acid, Gelseminic; 6-Methylesculetin; UNII-KLF1HS0SXJ; 7-hydroxy 6-methoxy coumarine; Scopoletin, >=99%; AB00443525; beta -methylesculetin; CS-5791; BRN 0156296; NCGC00094973-02; SR-01000841273-4; HMS2268G04; SCHEMBL147702; scopoletin ; Prestwick3_000962; CHEMBL71851; Escopoletin; Spectrum2_001207; HMS2098A05; NCGC00016349-07; NCGC00094973-03; Murrayetin; 7-Hydroxy-6-methoxy-2H-1-benzopyran-2-one; Bio-0208; NCGC00016349-02; Prestwick2_000962; ZB002243; BG01509594; NCGC00016349-03; BPBio1_001061; Scopoletin, analytical standard; AX8035441; 0B4B9FAA-686D-4977-AA08-65F8E4F1977C; BRD-K96163925-001-06-5; ZX-AN021883; FCH1115349; AC1NQX27; 7-hydroxy-6-methoxy-chromen-2-one; KBio3_002444; DTXSID0075368; 7-Hydroxy-5-methoxycoumarin; SC-90283; ST24045669; b-Methylaesculetin; KBioGR_001348; 7-Hydroxy-6-methoxy-2H-chromen-2-one #; Gelseminic acid; ZX-AFC000681; S0367; MLS002154074; 4CN-0905; 6-O-Methylesculetin; HMS502D22; KLF1HS0SXJ; MCULE-6077230919; MLS002472878; IDI1_000720; SPECTRUM1502242; Aesculetin 6-methyl ether; C-30831; MFCD00006872; Scopoletol; Buxuletin; AB0019688; CC-34387; Chrysotropic Acid; RTR-029034; ACon1_000143; CCRIS 3592; 6-Methoxyumbelliferone; LS-55217; NSC-405647; NSC 405647; 6-Methoxy-7-hydroxycoumarin; Esculetin-6-methyl ether; BDBM50156693; ZX-AT021192; AK111291; Scopoletin, United States Pharmacopeia (USP) Reference Standard; 7-Hydroxy-6-methoxy-2H-chromen-2-one; I14-14171; Prestwick1_000962; PubChem15777; MolPort-000-707-493; DivK1c_000720; A844290; AN-42608; NCGC00016349-04; ST056287; ZINC57733; BSPBio_002944; Chrysatropic acid; NCI60_003834; CAS-92-61-5; Acid, Chrysotropic; NSC405647; SR-01000841273; Prestwick0_000962; BSPBio_000963; KBio1_000720; FT-0631451; beta-Methylesculetin; Spectrum4_001054; SR-01000841273-3; AJ-09778; 7-Hydroxy-6-methoxycoumarin; W-3522; MEGxp0_001192; HY-N0342; NCGC00016349-06; Scopoletine; 7-hydroxy-6-methoxy-1-benzopyran-2-one; 006S872; OR22352; S-2000; NCGC00094973-01; EINECS 202-171-9; TNP00096; KS-00000YGS; Spectrum5_000654; Spectrum3_001532; TD8126; 2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy- (9CI); SPBio_000994; AKOS000277133; COUMARIN, 7-HYDROXY-6-METHOXY-; 2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy-; SMR000112541; BIDD:PXR0125; CCG-39140; Esculetin 6-methyl ether; D05QOR; 92-61-5; ALBB-023369; 7-hydroxy-6-methoxychromen-2-one; C01752; BIS1402; HMS1921N16; KB-249948; .beta.-Methylesculetin; NCGC00016349-01; Baogongteng B; 7-hydroxy-6-methoxy-chromen-2-one; KBio3_002444; NINDS_000720; 7-Hydroxy-5-methoxycoumarin; 7-hydroxy-6-methoxy-coumarin; Scopoletine; S2500_SIGMA; 7-hydroxy-6-methoxy-2H-chromen-2-one; CHEBI:17488; KBioGR_001348; SPBio_002884; Prestwick1_000962; NCGC00094973-01; 5-18-03-00203 (Beilstein Handbook Reference); EINECS 202-171-9; scopoletol; TNP00096; AIDS-014975; Gelseminic acid; DivK1c_000720; 6-O-Methylesculetin; Spectrum5_000654; Spectrum3_001532; 6-Methylesculetin; 2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy- (9CI); MEGxp0_001192; SPBio_000994; Scopoletin; 84792_FLUKA; IDI1_000720; COUMARIN, 7-HYDROXY-6-METHOXY-; 2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy-; ST056287; NCGC00094973-02; BRN 0156296; SPECTRUM1502242; Esculetin 6-methyl ether; BSPBio_002944; Chrysatropic acid; NCI60_003834; CAS-92-61-5; Prestwick3_000962; 7-hydroxy-6-methoxy-2-chromenone; Escopoletin; Spectrum2_001207; NCGC00094973-03; Murrayetin; 92-61-5; NSC405647; BSPBio_000963; NCGC00016349-02; KBio1_000720; 7-hydroxy-6-methoxychromen-2-one; Prestwick0_000962; 7-Hydroxy-6-methoxy-2H-1-benzopyran-2-one; C01752; ZINC00057733; AIDS014975; Prestwick2_000962; Spectrum4_001054; beta-Methylesculetin; ACon1_000143; BPBio1_001061; CCRIS 3592; 6-Methoxyumbelliferone; 7-Hydroxy-6-methoxycoumarin; .beta.-Methylesculetin; NCGC00016349-01; NSC 405647; 6-Methoxy-7-hydroxycoumarin; Esculetin-6-methyl ether; 6-methoxy-7-hydroxycoumarin; 7- hydroxy- 6-methoxy- coumarin; 6-methoxy-7-hydroxy coumarin; Scopoletol",C10H8O4,192.17 g/mol
TCMBANKIN061568,EUG,"4-vinyl-2-methoxy-phenol;2- methoxy—vinylphenol;2-Methoxy-4-vinylphenol;2-methoxy-4-vinylphenol;4-Hydroxy-3-methoxyvinylbenzene; 4-vinylguaiacol; 7786-61-0; FEMA No. 2675; EINECS 232-101-2; p-Vinyl guaiacol; Phenol, 4-ethenyl-2-methoxy-; W267511_ALDRICH; p-Vinylguaiacol; CPD-1072; ZINC01849800; 4-ethenyl-2-methoxy-phenol; 3-06-00-04981 (Beilstein Handbook Reference); 2-METHOXY-4-VINYL-PHENOL; BRN 2044521; LS-2530; 4-Hydroxy-3-methoxystyrene; 31853-85-7; Phenol, 2-methoxy-4-vinyl-; Vinylcatechol-O-methyl ether, P-; 2-Methoxy-4-vinylphenol; CCRIS 548; Guaiacol, 4-vinyl-; 4-ETHENYL-2-METHOXYPHENOL",C9H10O2,150.17
TCMBANKIN061588,4-hydroxy-3-methoxybenzaldehyde,3-methoxy-4-hydroxybenzaldehyd;vanillin,C8H8O3,152.15 g/mol
TCMBANKIN061590,isorhamnetin,"3'-O-Methylquercetin; 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxy-phenyl)chromone; 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxy-phenyl)chromen-4-one; Isorhamnetin; BRN 0044723; Flavone, 3,3',5,7-tetrahydroxy-4'-methoxy-; C10084; Quercetin 3'-methyl ether; 3'-Methoxyquercetin; CCRIS 3791; 3,5,7-Trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-benzopyrone; 4H-1-Benzopyran-4-one, 3,5,7-trihydroxy-2-(3-hydroxy-4-methoxyphenyl)- (9CI); C.I. 75680; 4'-Methoxy-3,3',5,7-tetrahydroxy-flavone; ST5309356; Quercetin, 4'-methyl ether; Flavone, 3'-methoxy-3,4',5,7-tetrahydroxy-; AIDS-003060; 480-19-3; ACon1_000275; AIDS003060; 4'-O-Methylquercetin; 3-Methylquercetin; Oprea1_145406; ZINC00517261; 4'-Methoxyquercetin; NCGC00163572-01; 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one; BRN 0324993; 4H-1-Benzopyran-4-one, 2-(3-methoxy-4-hydroxyphenyl)-3,5,7-trihydroxy-; 4H-1-Benzopyran-4-one, 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)- (9CI); EINECS 210-050-7; 3'-Methoxy-3,4',5,7-tetrahydroxyflavone; MEGxp0_001863; NCGC00163572-02; EINECS 207-545-5; Isorhamnetol; 3,5,7-Trihydroxy-2-(3-hydroxy-4-methoxyphenyl)-4-benzopyrone; 17794_FLUKA; FLAVONE, 4'-METHOXY-3,3',5,7-TETRAHYDROXY-; 4'-Methylquercetin; 5-18-05-00496 (Beilstein Handbook Reference); 4H-1-Benzopyran-4-one, 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-; 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-chromenone; 3-Methylquercetine; FLAVONE, 3,4',5,7-TETRAHYDROXY-3'-METHOXY-; 3-methylquercetin; quercetin-3'-methyl ether",C16H12O7,316.26 g/mol
TCMBANKIN061702,4-Methoxysalicyaldehyde,"4-08-00-01754 (Beilstein Handbook Reference); 673-22-3; EINECS 211-604-0; o-Hydroxy-p-methoxybenzaldehyde; ghl.PD_Mitscher_leg0.298; 55542_FLUKA; BRN 1072443; Salicylaldehyde, 4-methoxy-; 2-hydroxy-4-methoxy-benzaldehyde; 160695_ALDRICH; p-Anisaldehyde, 2-hydroxy-; 4-Methoxysalicylaldehyde; InChI=1/C8H8O3/c1-11-7-3-2-6(5-9)8(10)4-7/h2-5,10H,1H; ZINC01420780; Benzaldehyde, 2-hydroxy-4-methoxy-; D1424; NSC 155334; 2-Hydroxy-4-methoxybenzaldehyde; AI3-38507; NSC155334;2-hydroxy-anisaldehyde",C8H8O3,152.15g/mol
TCMBANKIN061774,"3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)chromone","3,5,6,7-Tetramethoxy-2-(3,4,5-trimethoxyphenyl)-4H-chromen-4-one; 3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)chromen-4-one; AIDS-149571; AIDS149571; 3,5,6,7-tetramethoxy-2-(3,4,5-trimethoxyphenyl)-4-chromenone; 3,3',4',5,5',6,7-Heptamethoxyflavone; NSC684433",C22H24O9,432.42
TCMBANKIN061868,o-methoxy phenol,"2-methoxyphenol;guaiacol;Guasol;Catechol mono methyl ether; DSSTox_RID_77552; SMR000059155; ANW-13634; Anastil; WLN: QR BO1; 2-Methoxyphenol; Catechol monomethyl ether; Pyrocatechol monomethyl ether; CHEMBL13766; SCHEMBL21626; AI3-05615; DB-024854; 6JKA7MAH9C; Guajacol; Guaiacol (2-Methoxyphenol); 2-Methoxyphenol, 98% 250g; 2-methoxyphenol;; Methyl Catechol; CAS-90-05-1; Guaiacol, Pharmaceutical Secondary Standard; Certified Reference Material; HMS3372N11; Guaiacol [JAN:NF]; 2-Methoxy-Phenol; 3-hydroxy-2-methoxyphenyl; 2-methoxy phenol; SBB058681; a hydroxlyated aryl lignin fragment; NCGC00090827-06; Guaiacol, Vetec(TM) reagent grade, 98%; UNII-6JKA7MAH9C; D00117; 26638-03-9; 7519-EP2295426A1; 7519-EP2316470A2; Guaicol; Guaiacol, oxidation indicator; guaiacol; Creosote (wood); guiacol; SR-01000838056-3; 2-Hydroxyanisole; Creosote, beechwood; DTXSID0023113; 7519-EP2308857A1; CCRIS 6004; o-Hydroxyanisole; AJ-63992; ZINC13512224; SR-01000838056-2; EINECS 232-419-1; RCRA waste number U051; 7519-EP2305636A1; C01502; Beechwood creosote; 2-(methyloxy)phenol; 196981-EP2371803A1; SC-18105; A843426; HMS2233P04; LHGVFZTZFXWLCP-UHFFFAOYSA-N; Guaiacol, natural, >=99%, FG; HMS2089D18; AB00876226_07; Tox21_202990; MFCD00002185; Guaiastil; guaiacol (liquid) extra pure; bmse000436; NCGC00090827-03; CREOSOTE, WOOD; orthomethoxyphenol; AB00876226-06; 7519-EP2305683A1; 2-Methoxyphenol, Catechol monomethyl ether, Pyrocatechol monomethyl ether; NSC3815; Guaiacol [JAN]; methoxy phenol; AK114448; 6-methoxyphenol; Guajakol [Czech]; NCGC00090827-02; ST2410094; FEMA No. 2532; EC 201-964-7; CS-D1347; Methylcatachol; Guaiacol, SAJ first grade, >=98.0%; Creosote [JAN]; 7519-EP2308861A1; JZ3; STL281868; InChI=1/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H; o-Guiacol; HSDB 1979; NCGC00090827-01; SR-01000838056; M0121; 7519-EP2316832A1; DSSTox_CID_3113; o-methoxy-Phenol; Guaiacol (natural); Tox21_400004; Guaiacol, European Pharmacopoeia (EP) Reference Standard; ortho-Guaiacol; Guajakol; Phenol, 2-methoxy-; PS-3252; Guaicolina; ACMC-209784; EBD2205193; NSC-760376; Pyrocatechol monomethyl ether; 7519-EP2314584A1; D02JUW; NSC760376; C15572; AN-17339; 7519-EP2311839A1; Phenol, o-methoxy-; Wood creosote; 2-Methoxyphenol; Creosote; Tox21_111031; 7519-EP2314589A1; AB1001888; ortho-methoxyphenol; CCG-214035; bmse010027; Creosote (wood tar); AC1Q46B5; I01-6054; 1-Hydroxy-2-methoxybenzene; o--methoxyphenol; TR-028311; LS-1906; NCGC00090827-07; 7519-EP2316837A1; 7519-EP2316833A1; EINECS 201-964-7; BDBM50240369; 196981-EP2269977A2; KS-00000KSX; 1990/5/1; Guajol; AC1L19AA; ST50214385; 7519-EP2295427A1; o-Guaiacol; CAS-8021-39-4; Guasol; HSDB 4241; MLS001055375; NCGC00090827-04; 8021-39-4; RTR-028311; ghl.PD_Mitscher_leg0.900; DSSTox_RID_76880; Pyroguaiac acid; MolPort-000-871-969; NCGC00090827-05; UNII-3JYG22FD73; Beechwood creosote (Fagus spp.); Creodon (TN); Pharmakon1600-01506165; Hydroxyanisole; Nat.Guaiacol; F2173-0425; 2-methoxyl-4-vinylphenol; O-Methyl catechol; o-Methoxyphenol; Creodon; CTK1A4914; KB-30331; Guaiacol (JAN); NCGC00258688-01; Pyrocatechol methyl ester; DB11359; 7519-EP2311821A1; Methylcatechol; AKOS000118831; Guaiacol, puriss., 99%; 3JYG22FD73; NSC 3815; NCGC00260535-01; Catechol monomethyl ether; STR03604; Guaiacol, United States Pharmacopeia (USP) Reference Standard; HMS3715E11; 1- hydroxy-2-methoxybenzene; KSC204S1J; 7519-EP2292227A2; DSSTox_GSID_24853; 196981-EP2377843A1; FT-0626815; NSC-3815; MCULE-5627336368; Q-100002; CCRIS 2943; 2-methoxyphenol (guaiacol); CHEBI:28591; DSSTox_GSID_23113; Phenol, methoxy-; Tox21_201136;HSDB 4241; 90-05-1; Anastil; 8021-39-4; Guaicolina; ZINC00001521; WLN: QR BO1; ghl.PD_Mitscher_leg0.900; Pyrocatechol monomethyl ether; 50880_FLUKA; AI3-05615; Pyroguaiac acid; Guaiastil; Methoxyphenol; AIDS-107096; NCGC00090827-03; CREOSOTE, WOOD; Guajacol; Creodon (TN); NSC3815; Guaiacol [JAN]; C15572; Creodon; o-Methoxyphenol; 2-Methoxyphenol; Guajakol [Czech]; O-Methyl catechol; Phenol, o-methoxy-; NCGC00090827-02; Guaiacol (JAN); W253200_ALDRICH; D00117; FEMA No. 2532; Pyrocatechol methyl ester; Methylcatechol; 26638-03-9; Guaicol; CPD-400; NSC 3815; InChI=1/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H; guaiacol; NCGC00090827-01; Catechol monomethyl ether; G5502_SIGMA; ST5214385; 1-Hydroxy-2-methoxybenzene; 2-Hydroxyanisole; AIDS107096; o-Hydroxyanisole; Guaiacol (natural); EINECS 201-964-7; Phenol, 2-methoxy-; Guajol; CCRIS 2943; C01502; o-Guaiacol; CHEBI:28591; Phenol, methoxy-",C7H8O2,124.14 g/mol
TCMBANKIN061880,herniarin,"7-methoxycoumarin; 7- methoxy coumarin; Ayapanin220337_ALDRICH; NSC404559; 7-methoxychromen-2-one; DivK1c_006418; KBioGR_002056; Herniarine; KBio2_006008; KBio3_001206; 2H-1-BENZOPYRAN-2-ON; E, 7-METHOXY-; SDCCGMLS-0066524.P001; Herniarin; 531-59-9; 7-Methoxycoumarin; MEGxp0_000150; ACon1_002037; 64951_FLUKA; 7-Methoxy-2H-1-benzopyran-2-one; 5-18-01-00387 (Beilstein Handbook Reference); C09268; SPBio_000615; NSC 404559; 7-methoxy-2-chromenone; METHOXYCOURMARIN, 7-; BSPBio_001706; Spectrum_000392; KBio2_003440; KBioSS_000872; ST5406549; Spectrum3_000263; EINECS 208-513-3; Methyl umbelliferyl ether; MLS000574914; AIDS026313; SPECTRUM210874; Spectrum4_001558; Spectrum2_000398; Herniarin (6CI); KBio2_000872; SpecPlus_000322; Coumarin, 7-methoxy-; Spectrum5_000156; ZINC00391177; Coumarin, 7-methoxy- (8CI); W515809_ALDRICH; AIDS-026313; Methylumbelliferone; BRN 0141728; KBio1_001362; NCGC00095528-01; SMR000156201",C10H8O3,176.17 g/mol
