Ingredient ID,Formulae,Name,MW,AlogP,MlogP,XlogP,# HBA,# HBD,PSA,# Rotatable Bond,# Ring,# Heacy Atom,Lipinski RO5 Violation
TCMC2958,C20H40O2,Ethyloctadecanoate,312.3028305,-3.9723,3.44,9.452,2,0,26.3,18,0,22,2
TCMC2964,C17H34O2,"Methyl Hexadecanate,Methyl Palmitate",270.2558803,-3.6467,3.11,7.891,2,0,26.3,15,0,19,2
TCMC2997,C15H12O3,Chrysophanic Acid,240.0786442,-0.7389,2.78,2.927,0,3,60.69,0,3,18,0
TCMC3095,C8H12N2,Chuanxiongzine,136.1000484,1.758,2.12,1.992,2,0,25.78,0,1,10,0
TCMC3100,C19H38O4,"Dilinoyl Palmitoyl Glyceride,Glycerol1-Monopalmitate",330.2770097,-4.6968,3.11,6.51,4,2,66.76,18,0,23,2
TCMC3145,C16H32O2,Methyl Pentadecanoate,256.2402303,-3.3587,3,7.322,2,0,26.3,14,0,18,2
TCMC3151,C19H38O2,Ethyl Heptadecanoate,298.2871805,-3.6843,3.33,8.883,2,0,26.3,17,0,21,2
TCMC3181,C17H34O2,Ethylpentadecanoate,270.2558803,-3.1083,3.11,7.745,2,0,26.3,15,0,19,2
TCMC3197,C12H14O2,Butylphthalide,190.0993797,-0.9542,2.56,4.211,2,0,26.3,3,2,14,0
TCMC3322,C15H24O,Spathulenol,220.1827154,1.7158,3,4.157,1,1,20.23,0,3,16,0
TCMC341,C14H22O,"2,6-Ditert-Butylphenol",206.17,2.6521,2.89,5.634,0,1,20.23,9,1,15,1
TCMC3439,C30H46O7,Wallichilide,518.3243538,-0.6482,3.99,3.971,7,2,94.45,4,6,37,0
TCMC345,C19H19N7O6,2-[[4-[(2-Amino-4-Oxo-1H-Pteridin-6-Yl)Methylamino]Benzoyl]Amino]Pentanedioic Acid,441.14,-2.6195,2.12,0.045,13,7,209.98,13,3,32,2
TCMC3572,C16H12N2O2,Perlolyrine,264.0898776,-1.0232,2.78,2.792,3,2,62.05,2,4,20,0
TCMC3654,C12H16O2,Senkyunolide,192.1150298,-0.0918,2.56,2.799,2,0,26.3,3,2,14,0
TCMC372,C8H10O,2-Ethylphenol,122.07,-0.1534,2.23,2.725,0,1,20.23,3,1,9,0
TCMC387,C10H16O,2-Methyl-5-Prop-1-En-2-Ylcyclohex-2-En-1-Ol,152.12,1.5693,2.45,1.699,1,1,20.23,4,1,11,0
TCMC4008,C15H24O,Spathulenol,220.1827154,1.7158,3,4.157,1,1,20.23,0,3,16,0
TCMC4122,C12H12O3,Senkyunolide C,204.0786442,-0.5115,2.45,2.743,2,1,46.53,2,2,15,0
TCMC4250,C12H18O2,Neocnidilide,194.1306798,-0.7649,2.56,3.231,2,0,26.3,3,2,14,0
TCMC4259,C12H16O2,"3(S)-3-Butyl-4,5-Dihydrophthalide",192.1150298,-0.0918,2.56,2.799,2,0,26.3,3,2,14,0
TCMC4343,C12H12O3,3-Butylidene-7-Hydroxyphalide,204.0786442,-0.5115,2.45,3.297,2,1,46.53,2,2,15,0
TCMC4465,C13H14O3,Chuanxiongol,218.0942943,-1.0401,2.56,2.52,2,1,46.53,2,2,16,0
TCMC4549,C19H38O2,Ethylisoheptadecanoate,298.2871805,-2.0431,3.33,8.822,2,0,26.3,16,0,21,2
TCMC4550,C20H40O2,Ethylisooctadecanoate,312.3028305,-2.3311,3.44,9.391,2,0,26.3,17,0,22,2
TCMC4734,C11H14O3,2-Methoxy-4-(3-Methoxy-1-Propenyl)-Phenol,194.0942943,-0.0845,2.34,1.654,1,1,38.69,4,1,14,0
TCMC4760,C19H34O2,Methyl Linoleate,294.2558803,0.0393,3.33,7.997,2,0,26.3,15,0,21,2
TCMC4858,C12H16O3,Senkyunolide G,208.1099444,-0.4817,2.45,1.914,3,1,46.53,3,2,15,0
TCMC4859,C12H16O4,"(Z)-4,5-Dihydro-6,7-Cis-Dihydroxy-3-Butylidene Phthalide",224.104859,-1.2216,2.34,1.183,4,2,66.76,2,2,16,0
TCMC4945,C12H12O2,3-Butylidenephthalide,188.0837296,-0.0512,2.56,4.128,2,0,26.3,2,2,14,0
TCMC5348,C3H10ClN,Trimethylamine- Hcl,60.08132432,-1.137,1.68,-0.096,0,1,4.44,0,0,4,0
TCMC5585,C13H16O3,2-(1-Oxopentyl)-Benzoic Acid Methyl Ester,220.1099444,-0.7425,2.56,3.669,3,0,43.37,6,1,16,0
TCMC5596,C12H14O2,3-Butyl-Phthalide,190.0993797,-0.9542,2.56,4.211,2,0,26.3,3,2,14,0
TCMC5657,C16H22O4,Senkyunolide M,278.1518092,-0.7777,2.78,2.352,4,1,63.6,5,2,20,0
TCMC5725,C12H16O4,Senkyunolide H,224.104859,-1.2216,2.34,1.183,4,2,66.76,2,2,16,0
TCMC5954,C12H18O3,Sedanonic Acid,209.1177694,-1.3206,2.45,1.631,3,0,57.2,5,1,15,0
TCMC6057,C12H16O4,"(Z)-4,5-Dihydro-6,7-Trans-Dihydroxy-3-Butylidene Phthalide",224.104859,-1.2216,2.34,1.183,4,2,66.76,2,2,16,0
TCMC6058,C12H16O3,Senkyunolide K,208.1099444,-0.6649,2.45,1.613,3,1,46.53,3,2,15,0
TCMC6226,C12H18O4,Senkyunolide N,226.1205091,-2.1246,2.34,1.163,4,2,66.76,3,2,16,0
TCMC6227,C12H18O4,Senkyunolide J,226.1205091,-2.1246,2.34,1.163,4,2,66.76,3,2,16,0
TCMC6337,C12H15ClO3,Senkyunolide L,242.070972,-0.017,2.34,1.795,3,1,46.53,2,2,16,0
TCMC637,C6H10O4,Adipic Acid,146.06,-0.986,1.68,0.006,4,2,74.6,7,0,10,0
TCMC6599,C39H54O5,Chuanxiongterpene,601.3892998,1.076,5.2,11.179,4,1,86.66,5,6,44,1
TCMC6808,C18H22N2O4,Chuanxiongzine,193.0500838,-1.0686,2.12,0.75,2,1,69.59,3,1,14,0
TCMC6966,C22H30O2,Senkyunone,326.2245802,4.7872,3.66,5.22,2,0,34.14,8,1,24,1
TCMC7219,C12H14O3,"(Z)-6,7-Epoxy-6,7-Dihydroligustilide",206.0942943,-0.4551,2.45,1.772,3,0,38.83,2,3,15,0
TCMC7327,C12H12O3,Senkyunolide E,204.0786442,-0.8175,2.45,2.942,3,1,46.53,2,2,15,0
TCMC764,C6H8N2,"Benzene-1,4-Diamine",108.07,-1.4998,1.9,0.736,2,2,52.04,2,1,8,0
TCMC1728,C10H8,Naphthalene,128.06,0,2.56,5.938,0,0,0,0,2,10,1
TCMC1752,C15H22O,Nootkatone,218.17,1.8291,3,3.754,1,0,17.07,4,2,16,0
TCMC1835,C9H19NO4,Panthenol,205.13,-1.1828,1.9,-0.816,5,4,93.28,12,0,14,0
TCMC1893,C20H22O8,Piceid,390.13,-2.66,2.78,2.328,5,6,139.84,11,3,28,1
TCMC2438,C15H10O6,Catenarin,286.05,-1.7268,2.45,-0.51,2,4,115.06,5,3,21,0
TCMC2538,C15H22O,Solavetivone,218.17,1.8291,3,3.859,1,0,17.07,4,2,16,0
TCMC2561,C24H18O8,Knipholone,434.1,-2.0325,3.22,1.152,3,4,141.36,10,4,32,0
TCMC4073,C15H24,Isorotundene,204.1878008,1.6188,3.11,6.605,0,0,0,0,2,15,1
TCMC4167,C14H22O2,Isokobusone,222.1619799,0.8586,2.78,2.185,2,1,37.3,0,2,16,0
TCMC4487,C15H24O2,Cyperolone,236.17763,0.3992,2.89,3.388,2,1,37.3,2,2,17,0
TCMC4849,C15H22O,Rotundone,218.1670653,1.7946,3,3.414,1,0,17.07,1,2,16,0
TCMC4850,C15H22O2,Β-Rotunol,234.1619799,1.3337,2.89,1.84,2,1,37.3,1,2,17,0
TCMC5135,C15H22O,Α-Cyperone,218.1670653,2.3112,3,3.427,1,0,17.07,1,2,16,0
TCMC5165,C14H22O2,Kobusone,222.1619799,1.0007,2.78,2.733,2,0,29.6,0,3,16,0
TCMC5519,C15H22O,Β-Cyperone,218.1670653,1.7941,3,3.574,1,0,17.07,1,2,16,0
TCMC5558,C15H22O,Patchoulenone,218.1670653,1.6239,3,3.664,1,0,17.07,0,3,16,0
TCMC5746,C15H22O2,Α-Rotunol,234.1619799,1.3337,2.89,1.84,2,1,37.3,1,2,17,0
TCMC5798,C12H14O,"4,7-Dimethyl-1-Tetralone",174.1044651,0.802,2.67,3.998,1,0,17.07,0,2,13,0
TCMC5909,C15H24,Cyperene,204.1878008,2.0475,3.11,5.852,0,0,0,0,3,15,1
TCMC6090,C15H24O,Cyperol,220.1827154,1.7415,3,3.37,1,1,20.23,1,2,16,0
TCMC6091,C15H24O,Isocyperol,220.1827154,1.1451,3,4.16,1,1,20.23,1,2,16,0
TCMC7174,C15H24O3,Sugetriol,252.1725446,-0.1238,2.78,0.551,3,3,60.69,0,3,18,0
TCMC7231,C15H24O,Epoxyguaine,220.1827154,1.4755,3,3.89,1,0,12.53,1,3,16,0
TCMC7277,C28H32O15,Rhamnetin-3-O-Rhamnosyl (1→4)-Rhamnopyranoside,608.1741203,-4.8635,2.89,-0.271,10,8,225.06,6,5,43,1
TCMC7288,C15H22,"Cypera-2,4(15)-Diene",202.1721507,1.7941,3.11,6.33,0,0,0,0,3,15,1
TCMC7289,C14H22,Norrotundene,190.1721507,1.1185,3,6.3,0,0,0,0,2,14,1
TCMC7290,C15H24O2,(+)-Cyperadione,236.17763,0.4972,2.89,2.944,2,0,34.14,3,2,17,0
TCMC960,C10H12O,Cuminaldehyde,148.09,0.3805,2.45,4.48,1,0,17.07,4,1,11,0
TCMC1031,C16H22O4,Dibutyl Phthalate,278.15,-1.2084,2.78,5.034,4,0,52.6,12,1,20,1
TCMC1077,C6H12O6,D-Mannose,180.06,-2.5134,1.46,-1.697,6,5,110.38,6,1,12,0
TCMC1085,C5H9NO2,D-Proline,115.06,-1.3817,1.68,-0.185,3,2,49.33,2,1,8,0
TCMC1160,C16H12O7,Eupafolin,316.06,-2.3966,2.45,0.589,1,4,116.45,7,3,23,0
TCMC1196,C7H8O3,Furan-2-Ylmethyl Acetate,140.05,-0.2237,1.9,1.123,2,0,39.44,4,1,10,0
TCMC1251,C36H62O8,Ginsenoside Rh2,622.44,0.788,4.54,6.855,8,6,139.84,21,5,44,2
TCMC1290,C18H17NO,Grinimibine,263.13,1.1294,3.22,4.416,1,1,25.02,3,4,20,0
TCMC1294,C15H18,Guaiazulene,198.14,1.8569,3.11,7.984,0,0,0,5,2,15,1
TCMC1529,C3H4O4,Malonic Acid,104.01,-0.4448,1.35,-0.299,4,2,74.6,4,0,7,0
TCMC1530,C6H6O3,Maltol,126.03,-0.6804,1.79,0.907,3,1,46.53,2,1,9,0
TCMC1567,C8H8O4,Methyl Protocatechuate,168.04,-0.9094,1.9,0.857,2,2,66.76,5,1,12,0
TCMC1572,C10H10O4,Methylcaffeate,194.06,-0.5483,2.12,1.462,2,2,66.76,6,1,14,0
TCMC1594,C14H10O4,Moracin M,242.06,-1.535,2.56,1.895,0,3,73.83,4,3,18,0
TCMC1607,C8H10,M-Xylene,106.08,1.284,2.34,4.708,0,0,0,2,1,8,0
TCMC1659,C20H19NO5,,353.13,-0.4401,3,1.86,2,0,57.23,1,5,26,0
TCMC1817,C8H10,O-Xylene,106.08,1.284,2.34,4.708,0,0,0,2,1,8,0
TCMC1968,C4H12N2,Putrescine,88.1,-2.0526,1.68,-0.626,2,2,52.04,5,0,6,0
TCMC1972,C5H5N,Pyridine,79.04,0,1.9,1.4,1,0,12.89,0,1,6,0
TCMC2005,C20H28O,Retinal,284.21,3.9345,3.55,6.335,1,0,17.07,10,1,21,1
TCMC2048,C23H28O6,Schisandrin B,400.19,0.3993,3.33,4.483,0,0,55.38,10,4,29,0
TCMC2098,C7H19N3,Spermidine,145.16,-2.7378,1.9,-0.654,3,3,64.07,9,0,10,0
TCMC2112,C4H5NO2,Succinimide,99.03,-0.7817,1.57,-0.312,3,1,49.66,1,1,7,0
TCMC2120,C17H24O9,Syringin,372.14,-2.2917,2.34,-0.417,6,5,138.07,14,2,26,0
TCMC2171,C7H8,Toluene,92.06,0.642,2.23,4.385,0,0,0,1,1,7,0
TCMC228,C6H14O2,"1,1-Diethoxyethane",118.1,0.8705,1.9,1.273,2,0,18.46,7,0,8,0
TCMC2325,C21H20O11,Trifolin,448.1,-4.4318,2.56,0.18,7,7,186.37,11,4,32,1
TCMC2395,C14H15NO8,Pancratistatin,325.08,-3.356,2.01,-1.48,6,6,152.2,6,4,23,1
TCMC2404,C30H50,Squalene,410.39,8.5524,4.76,11.482,0,0,0,23,0,30,2
TCMC243,C19H38O4,"1,3-Dihydroxypropan-2-Yl Hexadecanoate",330.28,-4.6968,3.11,6.51,4,2,66.76,21,0,23,2
TCMC2482,C17H24O,Falcarinol,244.18,1.0335,3.22,6.197,1,1,20.23,10,0,18,1
TCMC253,C12H12,"1,6-Dimethylnaphthalene",156.09,1.284,2.78,6.584,0,0,0,2,2,12,1
TCMC2581,C12H26O,Dodecanol,186.2,-3.2774,2.67,5.403,1,1,20.23,12,0,13,1
TCMC2603,C7H8O2,Methylhydroquinone,124.05,-0.2786,2.01,0.982,0,2,40.46,3,1,9,0
TCMC285,C11H10,1-Methylnaphthalene,142.08,0.642,2.67,6.261,0,0,0,1,2,11,1
TCMC2856,C3H4O3,Pyruvic Acid,87.00821896,-1.1715,1.46,-0.907,3,0,57.2,1,0,6,0
TCMC2887,C5H10O5,Xylose,150.0528234,-2.0027,1.46,-1.454,5,4,90.15,0,1,10,0
TCMC2965,C12H26,Dodecane,170.2034508,-2.7774,2.78,7.168,0,0,0,9,0,12,1
TCMC2969,C20H42,Eicosane,282.3286513,-5.0814,3.66,11.72,0,0,0,17,0,20,2
TCMC3025,C16H34,Hexadecane,226.2660511,-3.9294,3.22,9.444,0,0,0,13,0,16,2
TCMC3029,C51H98O6,Palmitin,806.7363409,-11.2742,6.41,23.29,6,0,78.9,50,0,57,2
TCMC3057,C14H30,Tetradecane,198.234751,-3.3534,3,8.306,0,0,0,11,0,14,2
TCMC3058,C15H32,Pentadecane,212.250401,-3.6414,3.11,8.875,0,0,0,12,0,15,2
TCMC3060,C17H36,Heptadecane,240.2817012,-4.2174,3.33,10.013,0,0,0,14,0,17,2
TCMC3068,C29H60,Nonacosane,408.4695019,-7.6734,4.65,16.841,0,0,0,26,0,29,2
TCMC3101,C17H36O,1-Heptadecanol,256.2766158,-4.7174,3.22,8.248,1,1,20.23,15,0,18,2
TCMC3110,C10H18O4,Dibutyl Oxalate,202.1205091,-1.2084,2.12,2.654,4,0,52.6,9,0,14,0
TCMC312,C6H14,"2,2-Dimethylbutane",86.11,1.8631,2.12,3.73,0,0,0,5,0,6,0
TCMC3148,C6H12O6,Fructose,180.0633881,-2.5636,1.46,-1.74,6,5,110.38,1,1,12,0
TCMC3208,C15H26O,"Cedrol,Eudesmol,Α-Cedrol",222.1983655,1.3573,3,5.176,1,1,20.23,0,3,16,1
TCMC3255,C30H52O3,Panaxadiol,460.3916455,1.591,4.43,8.084,3,2,49.69,1,5,33,1
TCMC333,C6H8O,"2,5-Dimethylfuran",96.06,0.7249,2.01,2.012,0,0,13.14,2,1,7,0
TCMC3345,C15H26O,Widdrol,222.1983655,1.3701,3,4.386,1,1,20.23,0,2,16,0
TCMC347,C36H62O8,20(R)-Ginsenoside,622.44,0.788,4.54,6.855,8,6,139.84,21,5,44,2
TCMC3481,C17H26O3,Panaxacol,278.1881947,-1.6326,3,3.87,3,2,57.53,9,0,20,0
TCMC3554,C23H28O6,Deoxygomisin A,400.1885886,0.3993,3.33,4.483,0,0,55.38,4,4,29,0
TCMC36,C20H36O2,"(11Z,14Z)-Icosa-11,14-Dienoic Acid",308.27,-1.5245,3.44,9.003,2,1,37.3,18,0,22,2
TCMC3695,C6H12O6,Mannose,180.0633881,-2.5134,1.46,-1.697,6,5,110.38,1,1,12,0
TCMC378,C8H8O3,2-Hydroxy-3-Methoxybenzaldehyde,152.05,-0.7045,2.01,1.469,1,1,46.53,4,1,11,0
TCMC3803,C6H8O7,Isocitric Acid,189.0035275,-3.4801,1.35,-3.507,7,1,140.62,5,0,13,0
TCMC3807,C12H22O11,Maltose,342.1162115,-4.2603,1.57,-3.663,11,8,189.53,4,2,23,2
TCMC3812,C6H12O6,Mannose-B,180.0633881,-2.5134,1.46,-1.697,6,5,110.38,1,1,12,0
TCMC3814,C6H12O5,Rhamnose,164.0684735,-2.0134,1.57,-0.994,5,4,90.15,0,1,11,0
TCMC3819,C6H8O7,Isocitric Acid D,189.0035275,-3.4801,1.35,-3.507,7,1,140.62,5,0,13,0
TCMC3827,C15H24,"Δ-Cadinol,Δ-Cadinene",204.1878008,2.2115,3.11,5.46,0,0,0,1,2,15,1
TCMC3832,C6H10O7,Glucuronic Acid,193.0348276,-3.089,1.35,-2.45,7,4,130.28,1,1,13,0
TCMC3857,C48H82O18,Ginsenoside Re,946.5501158,-2.9721,4.76,3.039,18,12,298.14,12,7,66,3
TCMC3859,C42H72O14,Ginsenoside Rg1,800.492207,-1.7252,4.54,3.873,14,10,239.22,10,6,56,2
TCMC391,C5H6O,2-Methylfuran,82.04,0.2854,1.9,1.515,0,0,13.14,1,1,6,0
TCMC3958,C6H8O7,Isocitric Acid B,189.0035275,-3.4801,1.35,-3.507,7,1,140.62,5,0,13,0
TCMC402,C16H32O,2-Tetradecyloxirane,240.25,-3.8856,3.11,7.456,1,0,12.53,14,1,17,2
TCMC4229,C15H26O,Ginsenol,222.1983655,1.0585,3,4.43,1,1,20.23,0,3,16,0
TCMC4507,C12H16O8,Dianthoside,288.0845175,-2.8339,1.9,-1.158,8,4,116.45,3,2,20,0
TCMC4524,C11H10O3,"2,5-Dimethyl-7-Hydroxy Chromone",190.0629942,0.055,2.34,1.262,1,1,37.3,0,2,14,0
TCMC4604,C15H24,Α-Guaiene,204.1878008,2.3416,3.11,5.387,0,0,0,1,2,15,1
TCMC4614,C15H24,Β-Humulene,204.1878008,3.2873,3.11,5.985,0,0,0,0,1,15,1
TCMC4648,C6H8O7,Isocitric Acid C,189.0035275,-3.4801,1.35,-3.507,7,1,140.62,5,0,13,0
TCMC468,C15H16O,4-(2-Phenylpropan-2-Yl)Phenol,212.12,0.4539,3,6.957,0,1,20.23,5,2,16,1
TCMC5087,C15H24,Γ-Cadinene,204.1878008,2.2603,3.11,5.942,0,0,0,1,2,15,1
TCMC5173,C53H90O22,Ginsenoside Rb2,1078.592375,-3.942,4.87,2.916,22,14,357.06,15,8,75,3
TCMC5230,C36H62O9,Ginsenoside F1,638.4393836,0.0217,4.43,4.981,9,7,160.07,7,5,45,1
TCMC5255,C54H92O23,Ginsenoside Rb1,1108.602939,-4.4527,4.87,2.673,23,15,377.29,16,8,77,3
TCMC5309,C47H74O18,Araloside A,925.4796905,-3.3333,4.65,4.591,18,9,294.65,10,8,65,2
TCMC54,C30H52O3,(20S)-Protopanaxadiol,460.39,2.5349,4.43,7.963,3,3,60.69,15,4,33,1
TCMC5459,C15H24,"Selina-4(15),7(11)-Diene",204.1878008,2.2966,3.11,5.598,0,0,0,0,2,15,1
TCMC5576,C15H24,Α-Selinene,204.1878008,2.6017,3.11,6.145,0,0,0,1,2,15,1
TCMC5591,C17H26O3,Panaxytriol,278.1881947,-1.2581,3,3.409,3,3,60.69,9,0,20,0
TCMC5759,C48H82O18,Ginsenoside Rd,946.5501158,-2.7058,4.76,4.21,18,12,298.14,13,7,66,3
TCMC5790,C17H24O2,"(9R,10S)-Epoxyheptadecan-4,6-Diyn-3-One",260.17763,-0.8661,3.11,4.888,2,0,29.6,8,1,19,0
TCMC5806,C48H76O19,Ginsenoside R0,955.4902552,-3.844,4.65,4.348,19,10,314.88,10,8,67,2
TCMC5817,C15H26O,Neointermedeol,222.1983655,1.1904,3,4.724,1,1,20.23,1,2,16,0
TCMC5904,C15H24,Α-Cadinene,204.1878008,2.407,3.11,5.897,0,0,0,1,2,15,1
TCMC5905,C15H24,Α-Muurolene,204.1878008,2.407,3.11,5.897,0,0,0,1,2,15,1
TCMC5917,C15H24,Β-Selinene,204.1878008,1.7182,3.11,6.19,0,0,0,1,2,15,1
TCMC5938,C30H52O4,Panaxatriol,476.3865601,0.8247,4.32,6.21,4,3,69.92,1,5,34,1
TCMC5939,C15H24,Β-Patchoulene,204.1878008,2.0475,3.11,5.743,0,0,0,0,3,15,1
TCMC5975,C36H62O9,Ginsenoside-Rh1,638.4393836,0.0217,4.43,4.981,9,7,160.07,7,5,45,1
TCMC5998,C51H88O7,Stigmast-3-O-Β-D-Glucopyanosyl-6-Hexadecanoate,812.6530052,-3.779,6.3,17.924,7,3,105.45,24,5,58,2
TCMC602,C18H32O2,9-Octadecynoic Acid,280.24,-2.6065,3.22,7.498,2,1,37.3,15,0,20,2
TCMC6038,C15H24,Bicyclogermacrene,204.1878008,3.2134,3.11,5.999,0,0,0,0,2,15,1
TCMC6095,C53H90O7,Β-Sitosterol-3-(6-Linoleoyl)Glucopyranoside,838.6686552,-0.7864,6.52,18.743,7,3,105.45,25,5,60,2
TCMC6107,C56H92O25,Malonylginsenoside Rb2,1163.584943,-4.4556,4.87,2.527,25,13,403.26,19,8,81,3
TCMC6136,C10H16N5O13P3,Adenosine Triphosphate,502.9644453,-5.4857,0.25,-5.925,18,3,319.88,8,3,31,1
TCMC6260,C15H24,Α-Guriunene,204.1878008,2.5253,3.11,5.944,0,0,0,0,3,15,1
TCMC6261,C15H24,"(1Ar,7R,7Ar,7Bs)-1,1,7,7A-Tetramethyl-1A,2,3,5,6,7,7A,7B-Octahydro-1H-Cyclopropa[A]Naphthalene,Calarene",204.1878008,2.3854,3.11,6.298,0,0,0,0,3,15,1
TCMC6302,C15H24,Α-Neoclovene,204.1878008,2.6921,3.11,6.501,0,0,0,0,3,15,1
TCMC6390,C15H24,Panaxene,204.1878008,3.3213,3.11,6.427,0,0,0,2,2,15,1
TCMC6391,C15H24,Panaginsene,204.1878008,2.3577,3.11,5.852,0,0,0,0,3,15,1
TCMC6392,C15H24,Ginsinsene,204.1878008,2.3577,3.11,5.848,0,0,0,0,3,15,1
TCMC6448,C36H62O9,20(R)-Ginsenoside Rh1,638.4393836,0.0217,4.43,4.981,9,7,160.07,7,5,45,1
TCMC648,C2H6O,Alcohol,46.04,-0.1076,1.57,-0.076,1,1,20.23,2,0,3,0
TCMC6483,C42H72O14,Pseudoginsenoside F11,800.492207,-2.9354,4.54,3.238,14,9,228.22,7,7,56,2
TCMC6573,C15H24,Β-Panasinsene,204.1878008,1.8086,3.11,6.546,0,0,0,0,3,15,1
TCMC6602,C48H82O19,20-Glucosylginsenoside Rf,962.5450304,-3.4721,4.65,2.336,19,13,318.37,13,7,67,3
TCMC6688,C18H32O16,Raffinose,504.1690349,-6.0574,1.68,-4.814,16,11,268.68,8,3,34,2
TCMC67,C4H9NO2Se,(2R)-2-Amino-3-Methylselanylpropanoic Acid,182.98,-1.0329,1.46,-2.466,3,2,63.32,6,0,8,0
TCMC6758,C47H80O17,Chikusetsusaponin Iii,916.5395511,-2.1951,4.76,4.024,17,11,277.91,12,7,64,3
TCMC6806,C53H94O7,Β-Sitosterol-3-(6-Stearoyl)Glucopyranoside,842.6999553,-4.3116,6.52,19.586,7,3,105.45,27,5,60,2
TCMC6881,C18H26O3,"1-Methoxy-(9R,10S)-Epoxyheptadecan-4,6-Diyn-3-One",290.1881947,-0.9576,3.11,4.275,3,0,38.83,10,1,21,0
TCMC6968,C15H24,Α-Panasinsene,204.1878008,2.6921,3.11,6.501,0,0,0,0,3,15,1
TCMC6986,C42H70O12,Ginsenoside Ic,766.4867277,-0.329,4.76,5.191,12,8,198.76,9,6,54,3
TCMC7013,C17H24O2,Panaxydol,260.17763,-0.4916,3.11,4.427,2,1,32.76,8,1,19,0
TCMC7028,C58H98O26,Ginsenoside Ra1,1210.634634,-5.1782,4.98,1.622,26,16,415.98,17,9,84,3
TCMC7029,C58H98O26,Ginsenoside Ra2,1210.634634,-5.1782,4.98,1.622,26,16,415.98,18,9,84,3
TCMC7030,C59H100O27,Ginsenoside Ra3,1240.645198,-5.6889,4.98,0.95,27,17,436.21,18,9,86,3
TCMC7072,C59H100O27,Notoginsenoside R4,1240.645198,-5.6889,4.98,1.379,27,17,436.21,18,9,86,3
TCMC7115,C17H22O2,Ginsenoyne E,258.1619799,-0.3514,3.11,4.887,2,0,29.6,8,1,19,0
TCMC7136,C15H24,Β-Maaliene,204.1878008,2.024,3.11,5.848,0,0,0,0,3,15,1
TCMC7197,C53H92O7,Stigmasterol-3-(6-Stearoyl)Glucopyranoside,840.6843053,-4.355,6.52,19.062,7,3,105.45,26,5,60,2
TCMC7198,C53H90O7,Stigmasterol-3-(6-Oleoyl)Glucopyranoside,838.6686552,-2.224,6.52,18.546,7,3,105.45,25,5,60,2
TCMC7199,C53H88O7,Stigmasterol-3-(6-Linoleoyl)Glucopyranoside,836.6530052,-0.8298,6.52,18.219,7,3,105.45,24,5,60,2
TCMC7208,C56H94O24,Quinquenoside R1,1150.613504,-4.0736,4.98,2.984,24,14,383.36,18,8,80,3
TCMC7226,C57H94O26,6'-Malonylginsenoside Rd1,1193.595508,-4.9663,4.87,2.284,26,14,423.49,20,8,83,3
TCMC7227,C56H92O25,Malonylginsenoside Rc,1163.584943,-4.4556,4.87,2.527,25,13,403.26,20,8,81,3
TCMC7309,C42H72O14,Ginsenoside Ia,800.492207,-1.7252,4.54,3.873,14,10,239.22,10,6,56,2
TCMC7341,C42H72O13,Ginsenoside Rg2,784.4972924,-1.2252,4.65,4.147,13,9,218.99,9,6,55,2
TCMC7343,C30H52O4,Protopanaxatriol,476.3865601,1.7686,4.32,6.089,4,4,80.92,4,4,34,1
TCMC7344,C42H72O13,20(S)-Ginsenoside Rg3,784.4972924,-0.9589,4.65,5.318,13,9,218.99,10,6,55,3
TCMC766,C7H5NS,Benzo[D]Thiazole,135.01,0.5906,2.01,2.14,1,0,41.13,0,2,9,0
TCMC790,C23H28O7,Besigomsin,416.18,-0.0398,3.22,2.307,1,1,75.61,11,4,30,0
TCMC814,C22H42O4,Bis(2-Ethylhexyl) Hexanedioate,370.31,-2.2892,3.44,7.356,4,0,52.6,23,0,26,2
TCMC820,C15H16O2,Bisphenol A,228.12,-0.0064,2.89,4.939,0,2,40.46,6,2,17,0
TCMC845,C15H24O,Butylated Hydroxytoluene,220.18,3.2941,3,5.957,0,1,20.23,10,1,16,1
TCMC886,C18H38O,Cetostearyl Alcohol,270.29,-5.0054,3.33,8.817,1,1,20.23,18,0,19,2
TCMC96,C6H10O7,"(2S,3S,4R,5R)-3,4,5,6-Tetrahydroxyoxane-2-Carboxylic Acid",194.04,-2.4112,1.35,-1.54,7,5,127.45,6,1,13,0
TCMC1161,C13H12O3,Euparin,216.08,0.2856,2.56,2.112,1,1,50.44,5,2,16,0
TCMC1245,C15H12O6,Getiacaulein,288.06,-1.4421,2.45,0.689,1,2,85.22,6,3,21,0
TCMC1319,C10H8O3,Herniarin,176.05,0.2182,2.23,2.051,1,0,35.53,2,2,13,0
TCMC1372,C8H7N,Indole,117.06,-0.4204,2.23,2.45,1,1,15.79,0,2,9,0
TCMC1411,C16H12O7,Isorhamnetin,316.06,-2.3927,2.45,1.471,2,4,116.45,7,3,23,0
TCMC1635,C15H26O,,222.2,1.3573,3,5.176,1,1,20.23,5,3,16,1
TCMC1844,C17H14O6,Pectolinarigenin,314.08,-1.5278,2.67,1.642,1,2,85.22,7,3,23,0
TCMC1969,C8H10,P-Xylene,106.08,1.284,2.34,4.708,0,0,0,2,1,8,0
TCMC2006,C20H30O,Retinol,286.23,3.7849,3.55,6.158,1,1,20.23,11,1,21,1
TCMC2050,C11H10O4,Scoparone,206.06,0.1664,2.23,1.607,1,0,44.76,4,2,15,0
